Category,Price,ImageUrl,Address,Description,Detail Url
Commerciale et bureaux,"14,06 $",https://mspublic.centris.ca/media.ashx?id=ADDD250D299A802DDDDDDDDDDE&t=pi&w=320&h=240&sm=c,"507, Place d'Armes, local 402, Montréal (Ville-Marie), Quartier Vieux-Montréal","Le loyer débutera à 14,06$ pc + tps/tvq, 1ère année & sera sujet à des augmentations annuelles. TEL QUEL. Opex & taxes foncières (est. 2021) 15,94$/pi.ca. Allocation locative à négocier",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/16983739?view=Summary
Bureaux seulement,25 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC20A164DDDDDDDDDDB&t=pi&w=320&h=240&sm=c,"5275 - 5285, Chemin Queen-Mary, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Quartier Côte-des-Neiges",,https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-cote-des-neiges-notre-dame-de-grace/18878682?view=Summary
Bureaux seulement,"11,50 $",https://mspublic.centris.ca/media.ashx?id=ADDD250DC26DBC6DDDDDDDDDDA&t=pi&w=320&h=240&sm=c,"1111, Rue Saint-Urbain, local 101, Montréal (Ville-Marie), Quartier Centre",,https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/9580265?view=Summary
Commerciale seulement,37 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA6CD49DDDDDDDDDDF&t=pi&w=320&h=240&sm=c,"6464, boulevard Saint-Laurent, Montréal (Rosemont/La Petite-Patrie), Quartier Petite Italie","Local de 600 pieds carrés situé dans le quartier Rosemont sur le boulevard St-Laurent. À proximité de plusieurs quartiers tel qu'Outremont, Villeray et le Plateau. Parfait pour plusieurs projets notamment pour un barbier. Disponible pour le 1er Mars 2023.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-rosemont-la-petite-patrie/23491270?view=Summary
Commerciale et bureaux,1 085 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCAE2970DDDDDDDDDDE&t=pi&w=320&h=240&sm=c,"3555, Chemin de la Côte-des-Neiges, local COMM22, Montréal (Ville-Marie), Quartier Mille Carré Doré","Unique opportunité de louer un espace commercial d'environ 465 pieds carrés au coeur du Golden Square Mile dans le centre-ville de Montréal. Situé dans un complexe d'environs 300 unités, prenez l'avantage d'une clientèle déjà existante ayant une grande demande. Facilement accessible grâce aux transports public, cet espace peut être utilisé comme bureau, petit magasin, toilettage pour animaux et plus encore. Le prix inclus le chauffage et la climatisation. Une opportunité en or pour votre entreprise!",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/16833373?view=Summary
Commerciale et bureaux,19 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA12D66DDDDDDDDDD1&t=pi&w=320&h=240&sm=c,"2214 - 2220, Avenue Dollard, Montréal (LaSalle)","Espace au rez-de-chaussée de 4 321 pc face à une rue achalandée. Idéal pour Professionnels, Clinique, Pharmacie, Écoles de Formation etc. Immeuble de bureaux bien entretenu, situé à proximité du boul. Newman, près de l'autoroute 20, secteur commercial, résidentiel et public bien établi de LaSalle. Immense parking derrière.",https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-lasalle/20643795?view=Summary
Commerciale seulement,18 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC1A0E29DDDDDDDDDD0&t=pi&w=320&h=240&sm=c,"10490, boulevard Pie-IX, Montréal (Montréal-Nord)","Bail triple NET. Un superbe immeuble commercial détaché de 2 étages entre 2 rues avec de grands espaces de stationnement dans un quartier très achalandé et très exigeant de Montréal-Nord. Boulevard Pie-IX. Il s'agit d'un bâtiment de 4600 pieds carrés sur 2 étages, prêt pour un restaurant rapide, avec une aire de jeux pour les plus petits. Bail triple NET",https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-montreal-nord/23582245?view=Summary
Commerciale seulement,1 250 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC211467DDDDDDDDDDE&t=pi&w=320&h=240&sm=c,"8081, Avenue André-Ampère, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Quartier Rivière-des-Prairies","Immeuble bien entretenu à travers les années idéal pour professionnels de la santé et/ou bureau. Local de 1518 pieds carrés situé au 2ieme étage comprenant des bureaux fermés, cuisine et 2 salle de bains. LIBRE IMMÉDIATEMENT! Zonage commercial, institutionnel et service de voisinage -Rare opportunité dans le secteur -Possibilité d'acheter l'immeuble",https://www.centris.ca/fr/local-commercial~a-louer~montreal-riviere-des-prairies-pointe-aux-trembles/22148271?view=Summary
Commerciale et industrielle,750 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCEE5A07DDDDDDDDDDD&t=pi&w=320&h=240&sm=c,"43B, Rue De La Gauchetière Est, Montréal (Ville-Marie), Quartier Centre","Espace commercial a louer au coeur du centre-ville Montréal. Situé dans le quartier le plus animé de la ville, ChinaTown. Superficie de 650 pc, idéal pour bureau ou usage commercial. Près du métro Place-d'Armes. Occupation Immediate!",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/20193465?view=Summary
Commerciale et bureaux,28 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA6D4BCDDDDDDDDDDF&t=pi&w=320&h=240&sm=c,"3960, Rue Saint-Denis, Montréal (Le Plateau-Mont-Royal), Quartier Le Plateau-Mont-Royal",Espace commercial d'exception dans un immeuble historique avec exceptionnelle façade de pierre de style Victorien avec toit mansardé et couronnements. 1542 pc sur un étage avec façade sur St-Denis. Possibilité de faire deux commerces. Jusqu'à 4 stationnements disponibles à l'arrière. Visibilité inégalable dans un quartier remarquable!,https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-plateau-mont-royal/21018863?view=Summary
Commerciale et bureaux,27 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D27F4A75DDDDDDDDDD4&t=pi&w=320&h=240&sm=c,"6669 - 6781, Rue Jean-Talon Est, local 9, Montréal (Saint-Léonard)","Loyer net est de 27,00 $ par pi.ca. (+ tps/tvq) et le loyer additionnel est de 11,47 $ par pi. ca. (+ tps/tvq) , sujet a des ajustements annuels.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-saint-leonard/22682838?view=Summary
Commerciale et bureaux,1 624 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCEDF8D1DDDDDDDDDDF&t=pi&w=320&h=240&sm=c,"4810, Rue Jean-Talon Ouest, local 411, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Quartier Côte-des-Neiges",,https://www.centris.ca/fr/local-commercial~a-louer~montreal-cote-des-neiges-notre-dame-de-grace/20565633?view=Summary
Bureaux seulement,33 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC165A4DDDDDDDDDDDF&t=pi&w=320&h=240&sm=c,"511, Place d'Armes, Montréal (Ville-Marie), Quartier Vieux-Montréal","Le premier gratte-ciel de Montréal. À 240 mètres (3 minutes à pied) de la station de métro Place d'Armes. Taux de location net de 21,00$ par pied carré (pour la 1ère année du bail) à plus le loyer supplémentaire d'environ 12,00$ par pied carré par année, pour un total Taux de location Brut de 33,00$ par pied carré pour le 1er l'année du bail. Allocation offerte par le bailleur de jusqu'à 45,00$/pi.ca. pour une terme de 5 ans. Et jusqu'à 55,00$/pi.ca. pour une terme de 10 ans. L'espace du sous-sol est aussi disponible à un taux de location net réduit.",https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-ville-marie/27767874?view=Summary
Commerciale et bureaux,2 500 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC198B17DDDDDDDDDD1&t=pi&w=320&h=240&sm=c,"1111, Rue Saint-Urbain, local R07B, Montréal (Ville-Marie), Quartier Centre","Occasion unique de démarrer votre entreprise dans un emplacement privilégié, Quartier Chinois. Cet espace commercial est situé dans l'un des centres commerciaux les plus achalandés, Place Du Quartier. Réseau de transport pratique (Métro Place d'Armes et Métro Place des Arts). À distance de marche du Vieux-Port, Complexe Desjardins et même Centre-Ville. Loyer supplémentaire s'applique. Premier arrivé, premier servi.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/17018463?view=Summary
Bureaux seulement,"19,50 $",https://mspublic.centris.ca/media.ashx?id=ADDD250D2B311FBDDDDDDDDDD2&t=pi&w=320&h=240&sm=c,"7450, Rue du Mile End, Montréal (Villeray/Saint-Michel/Parc-Extension), Quartier Villeray","Taux de location: 19,50$. Taxes et frais d'opération: 18,53$. Électricité : 1,46$",https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-villeray-saint-michel-parc-extension/21511318?view=Summary
Commerciale et bureaux,600 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA0A5C3DDDDDDDDDD1&t=pi&w=320&h=240&sm=c,"2910, boulevard Saint-Joseph, local SS3, Montréal (Lachine), Quartier Est","*Édifice à bureaux professionnel charmant et élégant situé sur le boul. St-Joseph. au coeur de Lachine avec vue magnifique sur le Lac Saint-Louis.* L'immeuble a été complètement renové au fil des années. Très bien entretenue, lumineux et bien insonorisé.",https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-lachine/17111112?view=Summary
Commerciale seulement,40 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC0D253EDDDDDDDDDD2&t=pi&w=320&h=240&sm=c,"929, Avenue Beaumont, Montréal (Villeray/Saint-Michel/Parc-Extension), Quartier Parc-Extension","Emplacement idéal et une excellente visibilité. Quartier en pleine expansion, en partie, grâce au nouveau campus MIL de l'Université de Montréal. À deux pas du métro Acadie. Voisinant les arrondissements de Ville Mont-Royal, d'Outremont et du Mile Ex. Opportunité à ne pas manquer.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-villeray-saint-michel-parc-extension/12253578?view=Summary
Bureaux seulement,"27,56 $",https://mspublic.centris.ca/media.ashx?id=ADDD250D2B7AE7FDDDDDDDDDD4&t=pi&w=320&h=240&sm=c,"1055, boulevard René-Lévesque Est, Montréal (Ville-Marie), Quartier Village",,https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/14447613?view=Summary
Commerciale et bureaux,14 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D208A45EDDDDDDDDDDC&t=pi&w=320&h=240&sm=c,"1375, Rue Notre-Dame, local 7, Montréal (Lachine), Quartier Est","Offre spéciale pour location pluriannuelle. Une période de loyer libre potentiel de 6 mois. 14 $ / PC Loyer net, + 5,45 $ pour les dépenses communes. Valeur locative approximative par mois 1831 $ qui comprend taxe municipalité, taxe l'école, les taxes d'affaires, le chauffage",https://www.centris.ca/fr/local-commercial~a-louer~montreal-lachine/19232590?view=Summary
Bureaux seulement,18 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC0DDBBBDDDDDDDDDDB&t=pi&w=320&h=240&sm=c,"6205, boulevard des Grandes-Prairies, Montréal (Saint-Léonard)","Opportunité de louer jusqu'à 7 300 pi2 d'espace de bureau avec option de cotravail *À proximité des centres commerciaux, restaurants et autres divertissements *Situé à quelques minutes des autoroutes 40 et 25 *Plusieurs améliorations récentes *Stationnement sur place *Accessible par les transports en commun",https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-saint-leonard/13405780?view=Summary
Commerciale et bureaux,"16,06 $",https://mspublic.centris.ca/media.ashx?id=ADDD250D29903E3DDDDDDDDDDC&t=pi&w=320&h=240&sm=c,"507, Place d'Armes, local 1901, Montréal (Ville-Marie), Quartier Vieux-Montréal","Le loyer débutera à 16,06$ pc + tps/tvq, 1ère année & sera sujet à des augmentations annuelles. Opex & taxes foncières (est. 2021) 15,94$/pi.ca. Allocation locative à négocier",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/26225024?view=Summary
Commerciale seulement,30 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC2A1727DDDDDDDDDDB&t=pi&w=320&h=240&sm=c,"7551 - 7581, boulevard Newman, Montréal (LaSalle)","4 429 pi ca-OPPORTUNITÉ D'ESPACE DE DÉTAIL SUR LE LONG DU BOULEVARD NEWMAN- Espace commercial de coin et façade de 85 pi. sur le boulevard Newman conférant une visibilité exceptionelle - Statégiquement situé près du centre commercial Angrignon, de la station de métro Angrignon et de nombreux développements résidentiels - Stationnement abondant et plusieurs possibilités d'achage - Parmi les locataires à proximité : Bulk Barn, Chez Cora, Poste Canada, Presotea, Popeye's Suppléments et autres - Déjà équipé et aménagé pour de la restauration",https://www.centris.ca/fr/local-commercial~a-louer~montreal-lasalle/12584727?view=Summary
Bureaux seulement,25 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCDFDB91DDDDDDDDDD2&t=pi&w=320&h=240&sm=c,"1808, boulevard De Maisonneuve Ouest, Montréal (Ville-Marie), Quartier Centre Ouest","Local commercial ( BUREAUX ) stratégiquement situé à proximité de l'Université Concordia. Situé sur l'angle de la rue St Mathieu et du Blvd De Maisonneuve Ouest, en face de la sortie de la station de métro Guy-Concordia Loyer net : 25$/PC/Année +TPS/TVQ Loyer additionnel : 15$/PC/Année + TPS/TVQ ---La consommation d'électricité est à la charge du locataire",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/19499344?view=Summary
Commerciale seulement,42 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA951BADDDDDDDDDD0&t=pi&w=320&h=240&sm=c,"1211, boulevard Robert-Bourassa, local 400-500, Montréal (Ville-Marie), Quartier Centre Ouest","10,000pc sur 2 étages (4ème & 5ème) à 42$/pc triple net dans le tout nouveau bâtiment haut de gamme, avec entrée privée de Robert Bourassa & ascenseur privé. 2 terrasses privées incroyables et complètement distinctives avec une vue magnifique sur le centre-ville de Montréal. Fenêtres du sol au plafond et plafonds de plus de 10pi.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/9568903?view=Summary
Bureaux seulement,"14,50 $",https://mspublic.centris.ca/media.ashx?id=ADDD250D22FB4F0DDDDDDDDDDC&t=pi&w=320&h=240&sm=c,"4220, Rue de Rouen, local 100, Montréal (Mercier/Hochelaga-Maisonneuve), Quartier Hochelaga-Maisonneuve",,https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-mercier-hochelaga-maisonneuve/10971797?view=Summary
Commerciale seulement,1 200 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC0DE969DDDDDDDDDD0&t=pi&w=320&h=240&sm=c,"1487, Rue Le Caron, Montréal (Le Sud-Ouest), Quartier Saint-Paul/Émard",,https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-sud-ouest/15944101?view=Summary
Commerciale et bureaux,"20,98 $",https://mspublic.centris.ca/media.ashx?id=ADDD250D2E9BC79DDDDDDDDDDB&t=pi&w=320&h=240&sm=c,"4889 - 4891, boulevard Saint-Charles, Montréal (Pierrefonds-Roxboro), Quartier Pierrefonds/Centre Ouest",,https://www.centris.ca/fr/local-commercial~a-louer~montreal-pierrefonds-roxboro/21398740?view=Summary
Commerciale seulement,3 300 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCAC6D0BDDDDDDDDDDC&t=pi&w=320&h=240&sm=c,"2054, Rue Thierry, Montréal (LaSalle)","EMPLACEMENT! EMPLACEMENT! EMPLACEMENT! L'immeuble est situé dans un emplacement de choix à Lasalle, situé au centre d'un secteur très visible entre le coin du boul. Newman et la rue Thierry. Une belle opportunité à ne pas manquer !",https://www.centris.ca/fr/local-commercial~a-louer~montreal-lasalle/13448877?view=Summary
Commerciale et bureaux,28 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA6D244DDDDDDDDDD4&t=pi&w=320&h=240&sm=c,"3948, Rue Saint-Denis, Montréal (Le Plateau-Mont-Royal), Quartier Le Plateau-Mont-Royal","Espace commercial d'exception dans un immeuble historique avec exceptionnelle façade de pierre de style Victorien avec toit mansardé et couronnements. 4 625 pc sur un étage avec 65pi de façade sur St-Denis. Possibilité d'y faire jusqu'à trois commerces distincts avec vitrines, adresses et entrées privées. 4 stationnements disponibles à l'arrière. Cachet et visibilité inégalables dans un quartier remarquable!",https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-plateau-mont-royal/23255602?view=Summary
,280 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC286391DDDDDDDDDDB&t=pi&w=320&h=240&sm=c,"1625P, Avenue Lincoln, Montréal (Ville-Marie), Quartier Centre Ouest",Une place de stationnement R03 est disponible dans l'immeuble 1625 Av. Lincoln.,https://www.centris.ca/fr/terrain~a-louer~montreal-ville-marie/26111645?view=Summary
Commerciale seulement,20 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCC97F7BDDDDDDDDDDC&t=pi&w=320&h=240&sm=c,"4950, boulevard Métropolitain Est, Montréal (Saint-Léonard)","Local bien situé entre bld Lacordaire et Viau sur coin de rue,5000pc avec garage plus quinzaine de stationnement a voir",https://www.centris.ca/fr/local-commercial~a-louer~montreal-saint-leonard/24325008?view=Summary
Bureaux seulement,15 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCE67B95DDDDDDDDDDD&t=pi&w=320&h=240&sm=c,"600, Chemin du Golf, Montréal (Verdun/Île-des-Soeurs), Quartier Île-des-Soeurs","Espaces bureaux à louer de 4,525 pieds carrés. Environnement de qualité à proximité du centre-ville de Montréal, du nouveau pont Champlain et de la station REM Île-des-Soeurs (2022). Salles de réunion, espaces repos avec cuisinette commune. Vaste stationnement extérieur sans frais. Taxes et frais d'exploitation (additionnels) de 15.00 $/pi.ca.",https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-verdun-ile-des-soeurs/21003252?view=Summary
Bureaux seulement,23 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC255EA0DDDDDDDDDDD&t=pi&w=320&h=240&sm=c,"1000, Rue De La Gauchetière Ouest, local 2800, Montréal (Ville-Marie), Quartier Centre Ouest","Loyer net de $23/pi.ca. Loyer additonnel de 30,91 $. Expiration du terme: 31 octobre 2027. Espace de bureau clé en main spectaculaire dans l'une des tours de bureaux les plus prestigieuses de Montréal. Entièrement meublé avec des meubles et des matériaux haut de gamme. Étage complet avec palier d'ascenseur exclusif et vues spectaculaires à 360 degrés. Directement relié au réseau souterrain et au système de transport en commun de Montréal.",https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-ville-marie/27970288?view=Summary
Bureaux seulement,16 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D2A070D3DDDDDDDDDDE&t=pi&w=320&h=240&sm=c,"6635 - 6675, Chemin de la Côte-des-Neiges, local 401, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Quartier Côte-des-Neiges","ESPACE POUR BUREAUX DE 1,000 À 17,500 PIEDS CARRÉS Immeuble de 40,000 pi2, 14 minute de marche-Station Plamondon (ligne orange) CVAC 24/7, avec contrôle, aires communes rénovés, ascenseur, accessibilité piétonnière. En face du PLAZA Côte-des-Neiges + Restaurants, dépanneur et boutiques à proximité",https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-cote-des-neiges-notre-dame-de-grace/28783788?view=Summary
Commerciale seulement,2 613 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA65AE5DDDDDDDDDDB&t=pi&w=320&h=240&sm=c,"1986, Rue Sainte-Catherine Est, Montréal (Ville-Marie), Quartier Village","Localisation de choix! Situé à proximité de tous les services, dans un secteur en re-développement, ce local est prêt à vous accueillir!",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/14678488?view=Summary
Commerciale et bureaux,905 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA6D2BEDDDDDDDDDD1&t=pi&w=320&h=240&sm=c,"2046, Avenue du Mont-Royal Est, local A, Montréal (Le Plateau-Mont-Royal), Quartier Le Plateau-Mont-Royal",Local de 65 pied dans le hall du 2046 Mont-Royal coin de Lorimier. Idéal pour installer un guichet automatique ou .. Laissez libre court à votre imagination !,https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-plateau-mont-royal/13724433?view=Summary
Commerciale et résidentielle,1 695 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCEF0D14DDDDDDDDDD1&t=pi&w=320&h=240&sm=c,"4556, Rue Sainte-Catherine Est, Montréal (Mercier/Hochelaga-Maisonneuve), Quartier Hochelaga-Maisonneuve",,https://www.centris.ca/fr/local-commercial~a-louer~montreal-mercier-hochelaga-maisonneuve/23178974?view=Summary
Commerciale et bureaux,12 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA5854ADDDDDDDDDDD&t=pi&w=320&h=240&sm=c,"2025, Rue Plessis, Montréal (Ville-Marie), Quartier Centre","8 000 pi² d'espace disponible: Ce bâtiment est situé sur la rue Plessis, dans un quartier disposant d'un caractère patrimonial exceptionnel. Anciennement occupé par la Clinique de l'Hôpital Notre-Dame, cet espace est idéal pour une variété d'usages allant du bureau à l'entreposage. Cet espace offre de nombreuses possibilités permettant de répondre aux besoins de différents locataires.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/13269989?view=Summary
Commerciale seulement,2 800 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCCEA73EDDDDDDDDDDA&t=pi&w=320&h=240&sm=c,"1111, Rue Saint-Urbain, local R16, Montréal (Ville-Marie), Quartier Centre",,https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/10958335?view=Summary
Bureaux seulement,1 200 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC29A975DDDDDDDDDD4&t=pi&w=320&h=240&sm=c,"2050A, Rue Lapierre, Montréal (LaSalle)","Bureau 600 p.c. et area commun 500 p.c.; planchers flottant partout, cuisine meuble, salle de conference, 1 stationnement inclus. Très facile a stationne sur le rue ou autour de bâtiment. Proche boul. Newman. Peut-être loué par mois, prêt à vous accueillir immédiatement.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-lasalle/9188592?view=Summary
Commerciale et bureaux,2 870 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA54679DDDDDDDDDDE&t=pi&w=320&h=240&sm=c,"4325, Rue Saint-Jacques, Montréal (Le Sud-Ouest), Quartier Saint-Henri/Petite Bourgogne","Magnifique condo commercial situé en coin à Saint Henri à seulement quelques pas de la station de métro Place St Henri et du centre-ville! Le prix inclus 2 places de stationnement intérieur ainsi qu'un casier de rangement. Cet espace offre beaucoup de visibilité , de très hauts plafonds, beaucoup de fenestration ,une cuisine rénovée et l'opportunité à une entreprise d'avoir un des meilleurs emplacements dans un quartier en pleine expansion. Les frais de copropriété actuels sont de 145$/mois.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-sud-ouest/23047452?view=Summary
Commerciale seulement,2 655 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCD42AAADDDDDDDDDDD&t=pi&w=320&h=240&sm=c,"1188, Avenue Union, local 615, Montréal (Ville-Marie), Quartier Centre Ouest",Le 1188 Union constitue l'alliance parfaite entre confort et services personnalisés répondant aux attentes de chaque copropriétaire ou locataire le tout dans un cadre professionnel et sécurisé. Opportunité unique et sans égal sur le marché d'acquérir votre espace commercial en plein coeur de Montréal !,https://www.centris.ca/fr/local-commercial~a-vendre~montreal-ville-marie/24663127?view=Summary
Commerciale et bureaux,21 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCE21EF8DDDDDDDDDD0&t=pi&w=320&h=240&sm=c,"6600, Rue Saint-Urbain, Montréal (Rosemont/La Petite-Patrie), Quartier Petite Italie",Location Location Location 21$ le pieds carré plus taxes d'affaire plus frais commun plus tps tvq,https://www.centris.ca/fr/local-commercial~a-louer~montreal-rosemont-la-petite-patrie/26319614?view=Summary
Commerciale seulement,40 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCE89CCADDDDDDDDDD1&t=pi&w=320&h=240&sm=c,"6700, Rue Saint-Denis, local 1, Montréal (Rosemont/La Petite-Patrie), Quartier Petite Italie","Incroyable unité en Petite Italie et à proximité de certains des meilleurs restaurants et commerces de la ville. À quelques pas du métro Beaubien, ce site est à proximité de Pizzeria Gema, Montreal Plaza, Mon Lapin et le marché Jean Talon, et plus encore. Massive terrasse (approx 484pc) au coin de St Denis et St Zotique pour un restaurant afin d'optimiser la visibilité et l'exposition de la marque. Trafic piétonnier et automobile constant toute l'année. La livraison de l'unité est prévue pour juillet 2022. Sous-sol pleine hauteur disponible pour vos besoins de rangement. Loyer supplémentaire d'environ 15 $/pi2.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-rosemont-la-petite-patrie/10631018?view=Summary
Bureaux seulement,650 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCAD44BBDDDDDDDDDD2&t=pi&w=320&h=240&sm=c,"1394, Avenue du Mont-Royal Est, local 109, Montréal (Le Plateau-Mont-Royal), Quartier Le Plateau-Mont-Royal","Espace de bureau au charme typique du plateau comprenant de hauts plafonds, de nombreuses boiseries et inclut les coûts d'électricité, de chauffage/climatisation et WIFI. Tout le 1er étage est occupé par des professionnels tels que des avocats et des psychologues et dispose d'une salle d'attente pour vos clients. Super endroit sur la magnifique avenue du Mont Royal à côté de tous les cafés, restos, PJC Jean Coutu, cliniques et à proximité du métro Mont Royal et stationnement disponible à côté du bureau. Disponible immédiatement avec 3 bureaux au choix",https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-plateau-mont-royal/19378200?view=Summary
Bureaux seulement,"0,01 $",https://mspublic.centris.ca/media.ashx?id=ADDD250DCD52A9CDDDDDDDDDDF&t=pi&w=320&h=240&sm=c,"5056, Chemin de la Côte-des-Neiges, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Quartier Côte-des-Neiges",Espace bureau bien localisé sur Côte-des-Neiges au coin de queen-Mary. Bâtiment bien entretenu avec belle fenestration. Prix compétitif,https://www.centris.ca/fr/local-commercial~a-louer~montreal-cote-des-neiges-notre-dame-de-grace/22818063?view=Summary
Commerciale seulement,2 000 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA70898DDDDDDDDDD1&t=pi&w=320&h=240&sm=c,"955, boulevard René-Lévesque Est, local COMM, Montréal (Ville-Marie), Quartier Village",Superbe opportunité de commerce dans le centre ville de Montréal. Local de 746 sq.ft situe au rez de chaussez d'un immeubles locatifs sur une avenues très passantes du centre ville de Montréal. Avec un vitrine en verre donnant une exposition parfaite ce local est idéal pour un dépanneur avec la possibilité d'entreposage supplémentaire dans l'immeuble.,https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/28247619?view=Summary
Commerciale et bureaux,25 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC42657EDDDDDDDDDDF&t=pi&w=320&h=240&sm=c,"2484 - 2490, Rue De Salaberry, local 105, Montréal (Ahuntsic-Cartierville), Quartier Nouveau Bordeaux","LOCATION, LOCATION, LOCATION. Grand espace disponible, unité de coin avec beaucoup de fenêtres, très éclairé, mesurant environ 1396 pieds carrés. Offre multiples possibilités d'utilisation telles qu'un espace de bureau, vente au détail, clinique médicale, etc. Les locataires actuels de l'immeuble sont dentiste et la Banque Laurentienne, ce qui génère un grand nombre de visiteurs quotidiens. Idéalement situé sur De Salaberry corner et James-Morrice, donnant une excellente visibilité. Facile d'accès à l'autoroute 15 et transports publics. Disponible pour occupation rapide.",https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-ahuntsic-cartierville/20387350?view=Summary
