address,area,baths,beds,brokerName,detailUrl,id,imgSrc,latitude,longitude,price,statusText,statusType
"151 SE 1st St APT 3211, Miami, FL 33131",791,2.0,2,Re/Max Realty 1,https://www.zillow.com/homedetails/151-SE-1st-St-APT-3211-Miami-FL-33131/155818258_zpid/,155818258,https://photos.zillowstatic.com/fp/d6cd27d832c27ed2749bafea4156a0e3-p_e.jpg,25.773623,-80.19066,"$535,000",Condo for sale,FOR_SALE
"3130 SW 96th Ave, Miami, FL 33165",1164,2.0,3,RE/MAX Consultants Realty 1,https://www.zillow.com/homedetails/3130-SW-96th-Ave-Miami-FL-33165/44194613_zpid/,44194613,https://photos.zillowstatic.com/fp/16e20c34d89022a50e2242c71edce705-p_e.jpg,25.740185,-80.351135,"$699,000",House for sale,FOR_SALE
"1261 NW 68th St, Miami, FL 33147",1100,1.0,3,Galleria International Realty,https://www.zillow.com/homedetails/1261-NW-68th-St-Miami-FL-33147/43809121_zpid/,43809121,https://photos.zillowstatic.com/fp/edbcb93b9cbb983645cd5f4374762144-p_e.jpg,25.836607,-80.21828,"$297,000",House for sale,FOR_SALE
"5301 NW 18th Ave, Miami, FL 33142",1600,2.0,4,Onepath Realty LLC,https://www.zillow.com/homedetails/5301-NW-18th-Ave-Miami-FL-33142/43811061_zpid/,43811061,https://photos.zillowstatic.com/fp/9d69c6fd77cba85767b41945dfcbecae-p_e.jpg,25.823803,-80.22643,"$470,000",House for sale,FOR_SALE
"17821 SW 113th Ave, Miami, FL 33157",1472,2.0,3,Doral Realty Corp,https://www.zillow.com/homedetails/17821-SW-113th-Ave-Miami-FL-33157/44300178_zpid/,44300178,https://photos.zillowstatic.com/fp/4127bef87066f6b1142cefbd61040558-p_e.jpg,25.603098,-80.37507,"$550,000",House for sale,FOR_SALE
"2450 SW 92nd Pl, Miami, FL 33165",1703,2.0,3,"Compass Florida, LLC.",https://www.zillow.com/homedetails/2450-SW-92nd-Pl-Miami-FL-33165/44194712_zpid/,44194712,https://photos.zillowstatic.com/fp/cc389ca10ec26b2028a3d63fef806888-p_e.jpg,25.746843,-80.345535,"$585,000",House for sale,FOR_SALE
"951 Brickell Ave APT 2800, Miami, FL 33131",774,1.0,1,Keller Williams Capital Realty,https://www.zillow.com/homedetails/951-Brickell-Ave-APT-2800-Miami-FL-33131/92436103_zpid/,92436103,https://photos.zillowstatic.com/fp/f3d8351563ad6e37a464e272f23f67c0-p_e.jpg,25.764593,-80.190704,"$474,900",Condo for sale,FOR_SALE
"7845 NE Bayshore Ct APT 9, Miami, FL 33138",631,1.0,1,R House Real Estate,https://www.zillow.com/homedetails/7845-NE-Bayshore-Ct-APT-9-Miami-FL-33138/43828548_zpid/,43828548,https://photos.zillowstatic.com/fp/06c2b6c3c3c47b2fcd8f7a195c25fabd-p_e.jpg,25.847136,-80.17298,"$198,500",Condo for sale,FOR_SALE
"1524 NW 24th St, Miami, FL 33142",1072,1.0,2,Cornerstone Real Estate Broker,https://www.zillow.com/homedetails/1524-NW-24th-St-Miami-FL-33142/43816297_zpid/,43816297,https://photos.zillowstatic.com/fp/1e36a3b7e9b06b2c0bdd6a56ab8a748e-p_e.jpg,25.799154,-80.22192,"$256,250",Foreclosure,FOR_SALE
"1260 NW 69th St, Miami, FL 33147",1846,2.0,3,United Real Estate Miami,https://www.zillow.com/homedetails/1260-NW-69th-St-Miami-FL-33147/43809126_zpid/,43809126,https://photos.zillowstatic.com/fp/78d14be5a2e32510af32dffe26ccf191-p_e.jpg,25.837639,-80.21832,"$340,000",House for sale,FOR_SALE
"22445 SW 102nd Ave, Miami, FL 33190",1806,3.0,3,NuFront International Realty,https://www.zillow.com/homedetails/22445-SW-102nd-Ave-Miami-FL-33190/123206912_zpid/,123206912,https://photos.zillowstatic.com/fp/a11fa3aa478c6d87546450d86f02b65f-p_e.jpg,25.55834,-80.35543,"$489,000",Townhouse for sale,FOR_SALE
"9375 SW 40th Ter APT 206, Miami, FL 33165",612,1.0,2,Florida Realty of Miami Corp,https://www.zillow.com/homedetails/9375-SW-40th-Ter-APT-206-Miami-FL-33165/72576317_zpid/,72576317,https://photos.zillowstatic.com/fp/b8c184923f07db57844a04273b2e54e2-p_e.jpg,25.732225,-80.3471,"$239,500",Condo for sale,FOR_SALE
"120 NW 10th Ave, Miami, FL 33128",3248,5.0,6,Fausto Commercial Realty Consultants Inc,https://www.zillow.com/homedetails/120-NW-10th-Ave-Miami-FL-33128/2060421979_zpid/,2060421979,https://photos.zillowstatic.com/fp/5f67ef36e08d0d367876412925e9ec67-p_e.jpg,25.774986,-80.21172,"$800,000",Multi-family home for sale,FOR_SALE
"3521 Frow Ave, Miami, FL 33133",1323,2.0,4,Rose Realty & Associates Inc,https://www.zillow.com/homedetails/3521-Frow-Ave-Miami-FL-33133/43860981_zpid/,43860981,https://photos.zillowstatic.com/fp/a05d862f9c96a5e907cbd0b9b932c77d-p_e.jpg,25.729378,-80.25046,"$799,000",House for sale,FOR_SALE
"7235 Belle Meade Blvd, Miami, FL 33138",14123,11.0,9,Stellar Communities Realty LLC,https://www.zillow.com/homedetails/7235-Belle-Meade-Blvd-Miami-FL-33138/155752329_zpid/,155752329,https://photos.zillowstatic.com/fp/c2a30f75b08de5ef494f895cc56db98b-p_e.jpg,25.841673,-80.175545,"$24,995,000",House for sale,FOR_SALE
"2927 NW 6th Ave, Miami, FL 33127",690,,,Dalton Wade Inc,https://www.zillow.com/homedetails/2927-NW-6th-Ave-Miami-FL-33127/43815737_zpid/,43815737,https://photos.zillowstatic.com/fp/aff97398f9ef6a025c559594eb1557d4-p_e.jpg,25.804224,-80.20514,"$450,000",Multi-family home for sale,FOR_SALE
"14039 SW 121st Pl #4-24, Miami, FL 33186",1150,3.0,3,Keller Williams Capital Realty,https://www.zillow.com/homedetails/14039-SW-121st-Pl-4-24-Miami-FL-33186/54697375_zpid/,54697375,https://photos.zillowstatic.com/fp/4e1c0b34d0b0d291327547f13e8ef15f-p_e.jpg,25.636223,-80.389595,"$385,000",Townhouse for sale,FOR_SALE
"4286 S Douglas Rd, Miami, FL 33133",3605,6.0,4,"Compass Florida, LLC",https://www.zillow.com/homedetails/4286-S-Douglas-Rd-Miami-FL-33133/43863768_zpid/,43863768,https://photos.zillowstatic.com/fp/88b4542a624296a044dced0111ff913c-p_e.jpg,25.711435,-80.25314,"$3,995,000",House for sale,FOR_SALE
"5060 SW 90th Ct, Miami, FL 33165",1468,2.0,3,Eleventrust LLC,https://www.zillow.com/homedetails/5060-SW-90th-Ct-Miami-FL-33165/44204173_zpid/,44204173,https://photos.zillowstatic.com/fp/6e1173d869eda7d8b26fce577244f8de-p_e.jpg,25.720966,-80.34189,"$895,000",House for sale,FOR_SALE
"12355 SW 123rd Ter #12355, Miami, FL 33186",1968,3.0,3,LoKation,https://www.zillow.com/homedetails/12355-SW-123rd-Ter-12355-Miami-FL-33186/2078309934_zpid/,2078309934,https://photos.zillowstatic.com/fp/3907a70b7c8b71c40644a55512aec8cb-p_e.jpg,25.653833,-80.39467,"$499,000",Townhouse for sale,FOR_SALE
"11601 Robinson St #B, Miami, FL 33176",1999,3.0,4,"Sweet Home Realty, LLC",https://www.zillow.com/homedetails/11601-Robinson-St-B-Miami-FL-33176/82059739_zpid/,82059739,https://photos.zillowstatic.com/fp/05ca46e62655693265fa5dc2d42a008e-p_e.jpg,25.633926,-80.381485,"$430,000",Townhouse for sale,FOR_SALE
"2356 SW 11th St, Miami, FL 33135",2407,2.0,3,Eagle Realty of South Florida,https://www.zillow.com/homedetails/2356-SW-11th-St-Miami-FL-33135/43850527_zpid/,43850527,https://photos.zillowstatic.com/fp/1eec2ec0d759f9be0b6899df7081daad-p_e.jpg,25.762587,-80.23388,"$650,000",House for sale,FOR_SALE
"9940 SW 72nd St, Miami, FL 33173",1650,4.0,4,Coldwell Banker Realty,https://www.zillow.com/homedetails/9940-SW-72nd-St-Miami-FL-33173/44217321_zpid/,44217321,https://photos.zillowstatic.com/fp/1bfb995f9f7b919d3f624f9434d4966d-p_e.jpg,25.701092,-80.355515,"$697,000",House for sale,FOR_SALE
"350 S Miami Ave APT 2208, Miami, FL 33130",768,1.0,1,"Related ISG Realty, LLC.",https://www.zillow.com/homedetails/350-S-Miami-Ave-APT-2208-Miami-FL-33130/92445333_zpid/,92445333,https://photos.zillowstatic.com/fp/f7291c7bd8536f76310ab463250f43b7-p_e.jpg,25.770552,-80.19415,"$415,000",Condo for sale,FOR_SALE
"7701 SW 15th St, Miami, FL 33144",2163,4.0,5,"Monterrey Realty Group, Inc.",https://www.zillow.com/homedetails/7701-SW-15th-St-Miami-FL-33144/44183825_zpid/,44183825,https://photos.zillowstatic.com/fp/7d77eff2f6d7b240ed9929790cf0de5a-p_e.jpg,25.75628,-80.32084,"$550,000",House for sale,FOR_SALE
"79 SW 12th St APT 2712, Miami, FL 33130",1108,2.0,2,Avenew Realty Corp,https://www.zillow.com/homedetails/79-SW-12th-St-APT-2712-Miami-FL-33130/92439520_zpid/,92439520,https://photos.zillowstatic.com/fp/93df5111ebddaa07fb49efa07827e4b7-p_e.jpg,25.762762,-80.19471,"$695,000",Condo for sale,FOR_SALE
"117 NW 42nd Ave APT 1205, Miami, FL 33126",1033,3.0,2,Franklin Realty Consultants,https://www.zillow.com/homedetails/117-NW-42nd-Ave-APT-1205-Miami-FL-33126/72563207_zpid/,72563207,https://photos.zillowstatic.com/fp/7f05edc054fa5874b3afe9eb4dbdee97-p_e.jpg,25.772907,-80.2633,"$410,000",Condo for sale,FOR_SALE
"7430 SW 96th Ct, Miami, FL 33173",1413,2.0,5,Keller Williams Capital Realty,https://www.zillow.com/homedetails/7430-SW-96th-Ct-Miami-FL-33173/44220799_zpid/,44220799,https://photos.zillowstatic.com/fp/788d0f96a2a57f2d186a7f82482ade52-p_e.jpg,25.699175,-80.34966,"$700,000",House for sale,FOR_SALE
"7538 NE 1st Ct, Miami, FL 33138",899,2.0,2,LoKation,https://www.zillow.com/homedetails/7538-NE-1st-Ct-Miami-FL-33138/43806836_zpid/,43806836,https://photos.zillowstatic.com/fp/6d8ba7bd821709b5d85794da3bb8ab39-p_e.jpg,25.844606,-80.194595,"$329,000",House for sale,FOR_SALE
"9930 SW 164th Ter, Miami, FL 33157",1390,2.0,3,LPT Realty,https://www.zillow.com/homedetails/9930-SW-164th-Ter-Miami-FL-33157/44296641_zpid/,44296641,https://photos.zillowstatic.com/fp/6b121d7f0e4ab8a11432dafb2e45c5e2-p_e.jpg,25.616682,-80.35427,"$485,000",House for sale,FOR_SALE
"79 SW 12th St APT 1512, Miami, FL 33130",1108,2.0,2,Canvas Real Estate,https://www.zillow.com/homedetails/79-SW-12th-St-APT-1512-Miami-FL-33130/92441924_zpid/,92441924,https://photos.zillowstatic.com/fp/4a8d959b73daac87973fc28bf0c22f9c-p_e.jpg,25.762762,-80.19471,"$605,000",Condo for sale,FOR_SALE
"2360 SW 32nd Ave, Miami, FL 33145",1684,2.0,4,Jennifer Homes Realty,https://www.zillow.com/homedetails/2360-SW-32nd-Ave-Miami-FL-33145/43857594_zpid/,43857594,https://photos.zillowstatic.com/fp/1be98417f32e195abaa7144340eba247-p_e.jpg,25.747046,-80.24661,"$525,000",House for sale,FOR_SALE
"11801 SW 210th St, Miami, FL 33177",1167,2.0,3,RE/MAX Advance Realty,https://www.zillow.com/homedetails/11801-SW-210th-St-Miami-FL-33177/44363999_zpid/,44363999,https://photos.zillowstatic.com/fp/10b47bbc8b7f6ec880a9d526018777b5-p_e.jpg,25.571718,-80.38217,"$429,000",House for sale,FOR_SALE
"11300 SW 94th Ave, Miami, FL 33176",5933,5.0,6,"INMO Brokers Group, LLC.",https://www.zillow.com/homedetails/11300-SW-94th-Ave-Miami-FL-33176/44283708_zpid/,44283708,https://photos.zillowstatic.com/fp/75fb4dc67eb9133fc472c4c456205353-p_e.jpg,25.664787,-80.34736,"$4,250,000",House for sale,FOR_SALE
"141 SW 24th Rd, Miami, FL 33129",2079,3.0,3,Luxe Properties,https://www.zillow.com/homedetails/141-SW-24th-Rd-Miami-FL-33129/43866710_zpid/,43866710,https://photos.zillowstatic.com/fp/158def9baefd472fd1c0d93bb2567c58-p_e.jpg,25.755125,-80.20483,"$2,100,000",House for sale,FOR_SALE
"55 SW 9th St APT 2908, Miami, FL 33130",788,2.0,2,"HOMERICH, LLC",https://www.zillow.com/homedetails/55-SW-9th-St-APT-2908-Miami-FL-33130/247653081_zpid/,247653081,https://photos.zillowstatic.com/fp/888804bd1132b258a4328c63b193167d-p_e.jpg,25.765661,-80.19421,"$599,000",Condo for sale,FOR_SALE
"10623 SW 69th Ter, Miami, FL 33173",1816,2.0,3,Real Realty Investment,https://www.zillow.com/homedetails/10623-SW-69th-Ter-Miami-FL-33173/44211865_zpid/,44211865,https://photos.zillowstatic.com/fp/e2678b40fb3e746e24de505e9a3e18e7-p_e.jpg,25.703522,-80.3658,"$599,000",House for sale,FOR_SALE
"1621 S Bayshore Dr, Miami, FL 33133",4101,6.0,5,Douglas Elliman,https://www.zillow.com/homedetails/1621-S-Bayshore-Dr-Miami-FL-33133/155818560_zpid/,155818560,https://photos.zillowstatic.com/fp/1c2d2865c5d6b87266c6a91b1853a7d8-p_e.jpg,25.742464,-80.21829,"$5,299,000",House for sale,FOR_SALE
"1690 SW 27th Ave APT 610, Miami, FL 33145",985,2.0,2,Realty World Executive Homes,https://www.zillow.com/homedetails/1690-SW-27th-Ave-APT-610-Miami-FL-33145/82060974_zpid/,82060974,https://photos.zillowstatic.com/fp/bf9b46dda8750aabf7eb1aaf5737c968-p_e.jpg,25.756245,-80.23878,"$370,000",Condo for sale,FOR_SALE
"740 NW 45th Ave APT G4, Miami, FL 33126",748,1.0,2,"Inmobiliata, LLC",https://www.zillow.com/homedetails/740-NW-45th-Ave-APT-G4-Miami-FL-33126/43820804_zpid/,43820804,https://photos.zillowstatic.com/fp/3757dce100f72087b9dde2fed308a912-p_e.jpg,25.77952,-80.26997,"$209,900",Condo for sale,FOR_SALE
"6301 NW 1st Pl, Miami, FL 33150",1397,2.0,4,Keller Williams Eagle Realty,https://www.zillow.com/homedetails/6301-NW-1st-Pl-Miami-FL-33150/43808290_zpid/,43808290,https://photos.zillowstatic.com/fp/463c8b79a2eed0c2964380008728e9ae-p_e.jpg,25.833607,-80.199165,"$565,000",New construction,FOR_SALE
"9351 SW 62nd St, Miami, FL 33173",1645,2.0,3,Charleemax Realtors,https://www.zillow.com/homedetails/9351-SW-62nd-St-Miami-FL-33173/44210349_zpid/,44210349,https://photos.zillowstatic.com/fp/d240233e31aab3db6d78dbbbc08cf768-p_e.jpg,25.711063,-80.34598,"$730,000",House for sale,FOR_SALE
"1125 Belle Meade Island Dr, Miami, FL 33138",8222,8.0,6,"Compass Florida, LLC.",https://www.zillow.com/homedetails/1125-Belle-Meade-Island-Dr-Miami-FL-33138/43827693_zpid/,43827693,https://photos.zillowstatic.com/fp/829f52df6a520439abc9e655c2171e1c-p_e.jpg,25.844603,-80.1744,"$18,900,000",New construction,FOR_SALE
"2926 Bird Ave #2, Miami, FL 33133",2308,3.0,3,One Sotheby's International Realty,https://www.zillow.com/homedetails/2926-Bird-Ave-2-Miami-FL-33133/337202739_zpid/,337202739,https://photos.zillowstatic.com/fp/b148df48f0ec2fee99cfc1fa55d5a631-p_e.jpg,25.735151,-80.240654,"$1,500,000",New construction,FOR_SALE
"249 NE 3rd St #8602, Miami, FL 33132",,5.0,4,PMG Residential LLC,https://www.zillow.com/homedetails/249-NE-3rd-St-8602-Miami-FL-33132/2065727960_zpid/,2065727960,https://photos.zillowstatic.com/fp/4e82996ac869b1b9baea786054f637b6-p_e.jpg,25.77747,-80.189156,"$10,051,914",Condo for sale,FOR_SALE
"2029 NW 8th St, Miami, FL 33125",1635,2.0,3,"Truliance, LLC.",https://www.zillow.com/homedetails/2029-NW-8th-St-Miami-FL-33125/43824657_zpid/,43824657,https://photos.zillowstatic.com/fp/7ac4ad8bfea9a446ee09ec4e16da4958-p_e.jpg,25.783367,-80.239525,"$600,000",House for sale,FOR_SALE
"5625 SW 80th St #115D, Miami, FL 33143",800,1.0,2,Brown Harris Stevens,https://www.zillow.com/homedetails/5625-SW-80th-St-115D-Miami-FL-33143/44226773_zpid/,44226773,https://photos.zillowstatic.com/fp/b5d9f663d02efc7317adf9a8a4a8ffe8-p_e.jpg,25.697968,-80.28421,"$385,000",Condo for sale,FOR_SALE
"15744 SW 139th St, Miami, FL 33196",2174,3.0,4,Real Estate Sales Force,https://www.zillow.com/homedetails/15744-SW-139th-St-Miami-FL-33196/156356173_zpid/,156356173,https://photos.zillowstatic.com/fp/26ccae0946c18f861887d8caf2f830c8-p_e.jpg,25.637108,-80.44816,"$695,000",House for sale,FOR_SALE
"2801 Florida Ave APT 405, Miami, FL 33133",607,1.0,1,"Compass Florida, LLC.",https://www.zillow.com/homedetails/2801-Florida-Ave-APT-405-Miami-FL-33133/43862629_zpid/,43862629,https://photos.zillowstatic.com/fp/d2fa37d09c91c7c1fc182c1c9a6da444-p_e.jpg,25.729237,-80.23966,"$378,000",Condo for sale,FOR_SALE
"31 SE 5th St APT 3002, Miami, FL 33131",1110,2.0,2,AF Realty,https://www.zillow.com/homedetails/31-SE-5th-St-APT-3002-Miami-FL-33131/70775314_zpid/,70775314,https://photos.zillowstatic.com/fp/ccea72d92461508c64fe58a443596f7f-p_e.jpg,25.76968,-80.191605,"$650,000",Condo for sale,FOR_SALE
"2461 SW 17th St, Miami, FL 33145",1566,2.0,3,"Compass Florida, LLC",https://www.zillow.com/homedetails/2461-SW-17th-St-Miami-FL-33145/43850098_zpid/,43850098,https://photos.zillowstatic.com/fp/7ec101455acef8811b95a1039dfb7040-p_e.jpg,25.756294,-80.23554,"$695,000",House for sale,FOR_SALE
"13048 SW 136th Ter, Miami, FL 33186",1759,3.0,3,Lifestyle International Realty,https://www.zillow.com/homedetails/13048-SW-136th-Ter-Miami-FL-33186/58574677_zpid/,58574677,https://photos.zillowstatic.com/fp/055fac376d9d22c456719cfe93b1be44-p_e.jpg,25.64073,-80.40527,"$629,000",House for sale,FOR_SALE
"14860 Pierce St, Miami, FL 33176",1144,2.0,4,RE/MAX Advance Realty II,https://www.zillow.com/homedetails/14860-Pierce-St-Miami-FL-33176/44288029_zpid/,44288029,https://photos.zillowstatic.com/fp/120ed20fcd56cc9046493b8b1adfd6ac-p_e.jpg,25.630854,-80.36943,"$499,000",House for sale,FOR_SALE
"60 SW 13th St APT 2600, Miami, FL 33130",2415,4.0,3,The Agency Florida LLC,https://www.zillow.com/homedetails/60-SW-13th-St-APT-2600-Miami-FL-33130/92449059_zpid/,92449059,https://photos.zillowstatic.com/fp/d94147d921634e2e05dc6074ded7f626-p_e.jpg,25.761267,-80.194496,"$1,650,000",Condo for sale,FOR_SALE
"14750 SW 156th Ave, Miami, FL 33196",1468,2.0,3,Keller Williams Realty International Lifestyles,https://www.zillow.com/homedetails/14750-SW-156th-Ave-Miami-FL-33196/44328289_zpid/,44328289,https://photos.zillowstatic.com/fp/e1b2a8f0081c7ba68583b8e6fa9f806b-p_e.jpg,25.62932,-80.44643,"$500,000",House for sale,FOR_SALE
"41 SE 5th St APT 310, Miami, FL 33131",1441,2.0,2,Beachfront Realty Inc,https://www.zillow.com/homedetails/41-SE-5th-St-APT-310-Miami-FL-33131/82420495_zpid/,82420495,https://photos.zillowstatic.com/fp/e7f96393304d8108bf66265e83bd7eec-p_e.jpg,25.769,-80.19183,"$775,000",Condo for sale,FOR_SALE
"123 SW 17th Rd APT 104, Miami, FL 33129",1250,2.0,2,Sync Brokerage Inc,https://www.zillow.com/homedetails/123-SW-17th-Rd-APT-104-Miami-FL-33129/63614790_zpid/,63614790,https://photos.zillowstatic.com/fp/4dd8a98f5c190dd4a7d4bf20d72fec94-p_e.jpg,25.759544,-80.19798,"$719,000",Townhouse for sale,FOR_SALE
"2690 SW 22nd Ave APT 407, Miami, FL 33133",702,1.0,1,BHHS EWM Realty,https://www.zillow.com/homedetails/2690-SW-22nd-Ave-APT-407-Miami-FL-33133/43856992_zpid/,43856992,https://photos.zillowstatic.com/fp/e319cadf14970d24a2ae0e177114f322-p_e.jpg,25.743483,-80.23024,"$325,000",Condo for sale,FOR_SALE
"2664 SW 17th Ave, Miami, FL 33133",2440,3.0,4,RE Miami Investments LLC,https://www.zillow.com/homedetails/2664-SW-17th-Ave-Miami-FL-33133/43856283_zpid/,43856283,https://photos.zillowstatic.com/fp/673578f17015722b35df3a4b2ab7991a-p_e.jpg,25.743923,-80.221985,"$1,000,000",House for sale,FOR_SALE
"2320 Tigertail Ave, Miami, FL 33133",4275,7.0,5,"Compass Florida, LLC",https://www.zillow.com/homedetails/2320-Tigertail-Ave-Miami-FL-33133/43856391_zpid/,43856391,https://photos.zillowstatic.com/fp/1809ee58cc65fa2bc602d294f1e71e9a-p_e.jpg,25.736423,-80.23066,"$4,499,000",House for sale,FOR_SALE
"13249 SW 200th Ter, Miami, FL 33177",1888,2.0,4,Florida Realty of Miami Corp,https://www.zillow.com/homedetails/13249-SW-200th-Ter-Miami-FL-33177/55100697_zpid/,55100697,https://photos.zillowstatic.com/fp/44de5148b7c1b6a839c786949e1b74d7-p_e.jpg,25.580538,-80.40628,"$680,000",House for sale,FOR_SALE
"3590 Coral Way APT 702, Miami, FL 33145",1168,2.0,3,Galiano Realty Group,https://www.zillow.com/homedetails/3590-Coral-Way-APT-702-Miami-FL-33145/70774568_zpid/,70774568,https://photos.zillowstatic.com/fp/fef8ec5d1693758c5eefad3c23ef336d-p_e.jpg,25.749472,-80.25186,"$539,000",Condo for sale,FOR_SALE
"1871 NW South River Dr UNIT 905, Miami, FL 33125",857,2.0,2,EXP Realty LLC,https://www.zillow.com/homedetails/1871-NW-South-River-Dr-UNIT-905-Miami-FL-33125/113379736_zpid/,113379736,https://photos.zillowstatic.com/fp/0107c58ff0b3fbc0402cf265ca66124f-p_e.jpg,25.78521,-80.2259,"$375,000",Condo for sale,FOR_SALE
"9413-9413 SW 174th St, Miami, FL 33157",1003,2.0,2,Onepath Realty LLC,https://www.zillow.com/homedetails/9413-9413-SW-174th-St-Miami-FL-33157/2060165629_zpid/,2060165629,https://photos.zillowstatic.com/fp/17fcc3cc3f89229d4ad27be11d9e33bb-p_e.jpg,25.60798,-80.355736,"$295,000",Condo for sale,FOR_SALE
"50 Biscayne Blvd APT 5001, Miami, FL 33132",1256,2.0,2,"Inmobiliata, LLC",https://www.zillow.com/homedetails/50-Biscayne-Blvd-APT-5001-Miami-FL-33132/82058734_zpid/,82058734,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=25.77481460571289,-80.1882095336914&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=wViOhUAEzBeYwoKBwdUTuthhpOU=",25.774815,-80.18821,"$990,000",Condo for sale,FOR_SALE
"22860 SW 105th Ave, Miami, FL 33170",2557,3.0,4,Florida Realty of Miami Corp,https://www.zillow.com/homedetails/22860-SW-105th-Ave-Miami-FL-33170/72578511_zpid/,72578511,https://photos.zillowstatic.com/fp/7524db880d8cbbc2af9ab43723801360-p_e.jpg,25.554813,-80.36215,"$699,800",House for sale,FOR_SALE
"1770 NW 49th St, Miami, FL 33142",1078,2.0,3,"Cohen & Roth, LLC",https://www.zillow.com/homedetails/1770-NW-49th-St-Miami-FL-33142/43810725_zpid/,43810725,https://photos.zillowstatic.com/fp/65e5cad3e980a3d24fcbd2e26e7c2ad5-p_e.jpg,25.819637,-80.22584,"$445,000",House for sale,FOR_SALE
"9760 SW 60th St, Miami, FL 33173",5326,5.0,4,BrokerNation Real Estate,https://www.zillow.com/homedetails/9760-SW-60th-St-Miami-FL-33173/44211343_zpid/,44211343,https://photos.zillowstatic.com/fp/adf5d10f83c047145ab59fc35b608735-p_e.jpg,25.711945,-80.35194,"$3,790,000",House for sale,FOR_SALE
"13114 232nd Ln, Miami, FL 33131",0,3.0,4,Coldwell Banker Realty,https://www.zillow.com/homedetails/13114-232nd-Ln-Miami-FL-33131/2060147865_zpid/,2060147865,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=25.766700744628906,-80.18970489501953&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=eu34BhqCXd_uAfFbR2MwAdvZPuU=",,,"$476,000",Townhouse for sale,FOR_SALE
"14761 SW 181st St, Miami, FL 33187",1321,3.0,3,First Home Realty and Inv.,https://www.zillow.com/homedetails/14761-SW-181st-St-Miami-FL-33187/2060633100_zpid/,2060633100,https://photos.zillowstatic.com/fp/7b4b3835f027d59a875e75d9df8c5205-p_e.jpg,25.598612,-80.440315,"$459,000",Townhouse for sale,FOR_SALE
"7235 SW 94th Pl APT J8, Miami, FL 33173",763,2.0,2,Ocean International Realty,https://www.zillow.com/homedetails/7235-SW-94th-Pl-APT-J8-Miami-FL-33173/72562351_zpid/,72562351,https://photos.zillowstatic.com/fp/8c47dbf5ad7877f28a45366a5260aba4-p_e.jpg,25.700583,-80.348,"$238,000",Condo for sale,FOR_SALE
"1478 SW 14th Ter, Miami, FL 33145",1654,3.0,3,The Canero Group,https://www.zillow.com/homedetails/1478-SW-14th-Ter-Miami-FL-33145/43852953_zpid/,43852953,https://photos.zillowstatic.com/fp/bf33554c2e5c20c7ca8ab53343c618e8-p_e.jpg,25.759218,-80.21932,"$999,000",House for sale,FOR_SALE
"14000 SW 153rd Pl, Miami, FL 33196",2257,3.0,4,"Metro Dade Realty, Inc.",https://www.zillow.com/homedetails/14000-SW-153rd-Pl-Miami-FL-33196/44328195_zpid/,44328195,https://photos.zillowstatic.com/fp/587bfef327d6b5841a847b4ed427bcdb-p_e.jpg,25.636473,-80.44327,"$645,000",House for sale,FOR_SALE
"7240 SW Eighteen Street Rd, Miami, FL 33155",1579,2.0,4,A Simple Real Estate Co.,https://www.zillow.com/homedetails/7240-SW-Eighteen-Street-Rd-Miami-FL-33155/44184265_zpid/,44184265,https://photos.zillowstatic.com/fp/bdf9c2c072a41a58901bace38ebd35c6-p_e.jpg,25.753342,-80.31251,"$509,999",House for sale,FOR_SALE
"12207 SW 194th Ter, Miami, FL 33177",1349,2.0,3,The Keyes Company,https://www.zillow.com/homedetails/12207-SW-194th-Ter-Miami-FL-33177/44360619_zpid/,44360619,https://photos.zillowstatic.com/fp/fa8e577e6d600e3399c421615881ed6d-p_e.jpg,25.585775,-80.3896,"$499,000",House for sale,FOR_SALE
"2740 SW 28th Ter APT 603, Miami, FL 33133",843,1.0,1,BHHS EWM Realty,https://www.zillow.com/homedetails/2740-SW-28th-Ter-APT-603-Miami-FL-33133/71745061_zpid/,71745061,https://photos.zillowstatic.com/fp/de10652c8553b5bb668a75573a283915-p_e.jpg,25.738459,-80.2388,"$365,000",Condo for sale,FOR_SALE
"2743 SW 32nd Ave, Miami, FL 33133",3150,4.0,5,"Investors 1 Realty, Inc.",https://www.zillow.com/homedetails/2743-SW-32nd-Ave-Miami-FL-33133/43859265_zpid/,43859265,https://photos.zillowstatic.com/fp/45c86dcdcf7c9967eec74efbb8ae7c2a-p_e.jpg,25.74092,-80.245804,"$875,000",Multi-family home for sale,FOR_SALE
"15139 SW 176th St, Miami, FL 33187",3232,4.0,4,Beachfront Realty Inc,https://www.zillow.com/homedetails/15139-SW-176th-St-Miami-FL-33187/2071949459_zpid/,2071949459,https://photos.zillowstatic.com/fp/4273a5144363fe79aa50ecb8c7ae9832-p_e.jpg,25.604553,-80.43721,"$859,900",House for sale,FOR_SALE
