Page,Url,Title,Image,Content,Ingredients,Portion,Cooking Time,Recipe Yield,Direction
24,https://www.bucataras.ro/retete/mancare-de-orez-cu-stevie-spanac-urzici-leurda-sau-untisor-69683.html,"Mancare de orez cu stevie, (spanac, urzici, leurda sau untisor)",https://www.bucataras.ro/uploads/modules/news/69683/656x440_mancare-de-orez-cu-stevie-spanac-urzici-leurda-sau-untisor-374800.jpg,"Iubesc verdeturile, cum apar incep sa le execut, cand se mai ieftinesc le bag frumos si la congelator si iarna cine face ciorbita de loboda......","10 legaturi mici de stevie
1 ceapa rosie
cateva fire de ceapa verde
1 cescuta de orez
2 catei de usturoi
1 morcov
1 capia optional
ulei de masline
bulion
delikat
condimente: 1lgt curry, 1lgt boia dulce, turmeric si curcu ma",-,30,,"Calim ceapa tocata marunt si usturoiul zdrobit adaugam morcovul ras fin si ardeiul cubulete. Dupa ce le-am calit bine adaugam orezul si condimentele. Punem 2-3 linguri de bulion si amestecam sa nu se prinda. Separat punem stevia spalata si taiata fasii in apa clocotita cu sare. Lasam sa dea cateva clocote, o strecuram. si o trecem prin apa rece cu gheta ca sa-si pastreze culoarea. Stingem orezul cu 3 cani de apa in care am oparit stevia si cand a fiert pe jumatatea adaugam stevia. Mancarica puteti s-o bagati la cuptor sa scada putin..La inceput amestecam in ea dupa care miscam cratita ca sa nu sfaramam orezul. Putem face o astfel de mancarica folosind si alte verzituri ca spanacul, urzicile, loboda si leurda in combinatie sau doar un singur fel. Deasemenea putem inlatura orezul si va iesi o tocanita delicioasa."
24,https://www.bucataras.ro/retete/couscous-cu-legume-69685.html,Cous-cous cu legume,https://www.bucataras.ro/uploads/modules/news/69685/656x440_couscous-cu-legume-374815.jpg,"Recunosc este pentru prima oara cand mananc si pregatesc cous-cous ,a avut  un adevarat succes mai ales neasteptat  din partea piticilor mei. Ceva rapid ,gustos si sanatos ,eu am folosit ce aveam prin casa,voi puteti face cu ce va place   ;)","Cous-cous 100 gr
2 morcovi
1 ceapa potrivita
1-2 zucchini
1-2 cartofi
1 ardel rosu
sare
piper
ulei de masline",2,15,1) Eu am pus si curry in cous-cous.,"Pentru inceput se pune cous-cosul la inmuiat in apa calda sau supa pentru 5 minute intr-un vas.Dupa care se curata,se spala si se taie ceapa,morcovul,cartofii,zucchini si ardelull.Se pune o tigaie pe foc cu o lingura de ulei se incalzeste bine si se adauga pentru inceput ceapa si morcovul,se adauga cateva linguri de apa si se lasa 2-3 minute,dupa care se adauga si cartofii,zucchini si ardelul.Se acopera cu un capac si se lasa la foc potrivit cateva minute pana cand sunt coapte bine .(eu le prefer mai crocante).Se potriveste de sare si piper. Cous-cousul se pregateste la randul sau intr- tigaie ,se pune o lingura de ulei de masline ,  se adauga cous-cousul inmuiat precedent,se lasa cateva minute amestecand si potrivind de sare si piper. Se serveste cald ,pofta buna !"
24,https://www.bucataras.ro/retete/mancare-de-bob-69690.html,Mancare de bob,https://www.bucataras.ro/uploads/modules/news/69690/656x440_mancare-de-bob-374851.jpg,"Mie imi place foarte mult bobul, mai ales ca gasesc foarte putin de obicei (mananc o data pe an cand gasesc facut de mamaie, la tara). Anul asta mi-a dat si mie si am facut jumatate din el deocamdata. In mod normal se face cu prajeala deasupra, cu ceapa si rosii sau bulion, dar cum prajeala nu este sanatoasa si sunt si proaspat operata, am facut un sos de bulion.","350g bob uscat (in urma umflarii cu apa si a curatarii s-au facut 480g bob);
o ceapa;
2-3 linguri ulei;
apa cat sa acopere tot bobul;
sare, dupa gust.
o lingura bulion;
un praf de sare;
un praf de zahar;
o lingurita de boia de ardei dulce;
doua linguri ulei;
5 linguri apa;
un varf de lingurita de busuioc uscat.",2,120,,"Bobul se pune in apa rece la inmuiat cu o zi inainte de preparare. A doua zi, se ia fiecare bob si se curata de piele, eventual de gargarite. Se fierbe in oala sub presiune cu o ceapa tocata si 2-3 linguri de ulei cu apa cat sa il acopere circa o ora. Dupa aceea se pune intr-o cratita si se mai fierbe pana cand scade apa de tot. Eventual se paseaza daca este necesar. Se pune sare, dupa gust. Pentru sos, se fierb intr-o craticioara toate ingredientele circa 5-10 minute, pana cand se leaga. Sosul se pune peste bob."
24,https://www.bucataras.ro/retete/fasole-batuta-cu-sos-de-ceapa-69712.html,Fasole batuta cu sos de ceapa,https://www.bucataras.ro/uploads/modules/news/69712/656x440_fasole-batuta-cu-sos-de-ceapa-374983.jpg,Am zis macar in saptamina mare sa tinem si noi post si am pregatit o fasole batuta su sos de ceapa si ciorba de fasole.....Doamne ajuta sa reusim sa  tinem postul.,"800 gr fasole fiarta alba
4 catei usturoi
sare
ulei masline
2 cepe
patrunjel verde
1 lingura bulion",-,30,,"Fasolea fiarta si scursa se mixeaza cu blenderul,se adauga2 linguri ulei de masline ,sare,usturoiul pisat si se amesteca bine.Se pregateste sosul de ceapa astfel:se toaca ceapa marunt si se pune la calit cu ulei ,sare si putina apa .Amesteci din cind in cind apoi daca ceapa nu e fiarta mai adaugi apa.Cind e aproape fiarta pui bulionul si la final patrunjelul tocat.Se serveste impreuna cu fasolea.Pofta buna !!"
24,https://www.bucataras.ro/retete/placinta-cu-cartofi-de-post-69719.html,Placinta cu cartofi ( de post),https://www.bucataras.ro/uploads/modules/news/69719/656x440_placinta-cu-cartofi-de-post-375031.jpg,,"500 gr faina
25 gr drojdie
5 cartofi
1 lingurita de sare
250 ml apa calduta
Ulei pentru prajit",16,90,,"Prima data curatam cartofii, ii taiem cubulete si ii punem la fiert in apa cu sare. Dupa ce au fiert ii strecuram si ii facem piure. Pregatim aluatul pentru placinte. Dizolvam drojdia in apa calduta. Adaugam faina. Amestecam usor. Adaugam sarea si 2 linguri de piure de cartofi. Eu adaug piure de cartofi si in aluat, pentru ca ies si mai bune placintelele. Framantam bine aluatul pana devine elastic si nelipicios. Lasam la dospit aluatul, acoperit cu un prosop de bucatarie, pana isi dubleaza volumul. Dupa ce a dospit aluatul, luam bucatele cat o mingiuta si le intindem ca un cerc. Punem in mijloc o lingura buna de cartofi piure. Adunam capetele aluatului si formam iar o minge, avand grija sa nu iasa umplutura. Intindem iar aluatul cu grija ca un cerc. Prajim placintele in tigaia incinsa, unsa cu putin ulei. Le servim calde. Pofta!"
24,https://www.bucataras.ro/retete/legume-trase-la-tigaie-cu-sos-de-rosii-69731.html,"Legume trase la tigaie, cu sos de rosii",https://www.bucataras.ro/uploads/modules/news/69731/656x440_legume-trase-la-tigaie-cu-sos-de-rosii-375098.jpg,"O mancarica usoara si gustoasa, cu legume proaspete.","1 morcov
1/2 radacina pastarnac
1/2 radacina patrunjel
1 radacina telina mica
1 fir praz
1 ardei kapia, rosu
5 catei usturoi
200 gr pasta de rosii
100 ml apa
piper
cimbru
oregano
2 foi dafin
boia de ardei dulce
sare
50 ml ulei de masline
patrunjel verde",4,60,,"Curatam toate legumele de coaja, de seminte sau ce mai au ele si le spalam. Radacinoasele le taiem in rondele, sau sferturi de rondele. Ardeiul il taiem julien ca da mai bine asa in farfurie. Taiem si prazul tot rondele, la fel si cateii de usturoi. Punem uleiul intr-o tigaie pe foc, iar cand se incinde, adaugam radacinoasele, presaram putina sare peste ele si le invartim de pe o parte pe alta sa se soteze uniform. Cand radacinoasele incep sa se patrunda usor, adaugam ardeiul, iar dupa 5 minute adaugam si prazul si rondelele de usturoi si completam cu putina apa. Asezonam legumele cu condimente, punand pentru inceput cate un praf din fiecare si foile de dafin. Acoperim tigaia si lasam legumele sa se inabuse usor, dar urmarim sa nu se inmoaie prea rau sa avem de fapt o fleasca in tigaie, trebuie sa fie usor patrunse. Adaugam pasta de rosii si o lingurita de zahar, mai completam cu putina apa, mestecam de cateva ori, apoi gustam si mai asezonam daca este cazul cu condimente si sare. Dupa stingerea focului adaugam patrunjel verde tocat. Pofta buna!  "
24,https://www.bucataras.ro/retete/fasole-pastai-cu-bulion-69732.html,Fasole păstăi cu bulion,https://www.bucataras.ro/uploads/modules/news/69732/656x440_fasole-pastai-cu-bulion-375108.jpg,"Proaspăt preparată, pozată si prezentată să nu aibă timp sa se răcească. .....","o legătură ceapă
2 pungi fasole pastai congelate
o lingură de bulion
sare
făină de porumb",-,60,"1) La acest fel de mâncare merge foarte bine si usturoi, dar cum am probleme cu bila, evit al mânca pentru că îmi face rău.","Ceapa o curățăm,  spălăm si o tăiem mărunt după care o punem la  înăbușit cu un pic de ulei si 200ml apă. Păstăile le lăsăm la dezghețat la temperatura camerei,  după care le adaugăm peste ceapa înăbușită  si completam cu apă cat să le cuprindă,  amestecând din când în când.  Lăsăm sa fiarbă la foc mic până începe sa scadă din apă, după care adaugăm bulionul, busuiocul si sare după gust. Merge si piper dar cum i-am dat si fetiței mele am preferat deocamdată sa nu adaug. Se mai lasă pe foc cam 15 minute si se da deoparte. Separat am făcut o mămăliguță  nu foarte mare pe care am servit-o cu aceste păstăi.  Poftă Bună!   "
24,https://www.bucataras.ro/retete/orez-cu-legume-69734.html,Orez cu legume,https://www.bucataras.ro/uploads/modules/news/69734/656x440_orez-cu-legume-375114.jpg,,"1 ceapa
2 morcovi mai mici
1 ardel
6 ciuperci
1 cana orez
patrunjel verde
o mina masline fara simburi
sare
piper
ulei de masline",-,30,,"Ceapa se taie marunt se caleste putin in ulei de masline apoi se adauga morcovul taiat rondele sau cuburi,ardelul taiat cuburi,ciupercutele taiate felii un pic de sare si se lasa la fiert cu un pahar apa.Cind sunt aproape fierte se adauga orezul spalat si se lasa la fiert pina e gata.Se adauga la urma patrunjelul verde tocat fin si maslinele.Pofta buna!!!"
24,https://www.bucataras.ro/retete/tocana-de-cartofi-cu-mazare-si-naut-69736.html,Tocana de cartofi cu mazare si naut,https://www.bucataras.ro/uploads/modules/news/69736/656x440_tocana-de-cartofi-cu-mazare-si-naut-375125.jpg,"O mancarica rapida si delicioasa,numai buna pentru post.","2 cartofi
1/2 conserva de mazare
1 conserva de naut
1 ceapa rosie
1 morcov
ulei de masline
vegeta/piper/oregano",2,30,,"Ceapa rosie o tocam marunt si o punem la calit in ulei de masline,dupa cateva minute adaugam si morcovul taiat rondele.Se pune apa si se lasa cateva minute sa fiarba la foc mic. Cartofii ii taiem cuburi,ii adaugam peste morcov,adaugam apa cat sa acopere cartofii,punem condimentele si acoperim cu un capac. Cand legumele sunt aproape fierte se adauga mazarea clatita cu apa rece si scursa,la fel si nautul. Se adauga condimente daca este nevoie,se mai lasa circa 5-10 minute pe foc."
24,https://www.bucataras.ro/retete/mancare-de-cartofi-la-cuptor-cu-busuioc-si-gogosari-in-sos-de-rosii-69755.html,"Mancare de cartofi la cuptor, cu busuioc si gogosari in sos de rosii",https://www.bucataras.ro/uploads/modules/news/69755/656x440_cartofi-la-cuptor-cu-busuioc-si-gogosari-in-sos-de-rosii-375296.jpg,"Este o reteta de post, gustoasa si rapida. Gogosarii in sos de rosii sunt din cei la borcan, preparati de toamna sau din cei cumparati.","5-6 cartofi medii
3 linguri ulei de masline
sare
busuioc uscat si maruntit
boia de ardei
piper
200 gr gogosari in sos de rosii
3 catei de usturoi
1 lingurita zahar (optional, in functie de gustul gogosarilor)
3 fire patrunjel verde",4,60,"1) Ardeii in sos de rosii pot fi inlocuiti cu ardei copti, sau gogosari murati, plus sosul de rosii simplu.","Curatam cartofii, ii spalam si ii feliem pe lung, in 6-8 felii. Ungem o forma termorezistenta cu ulei de masline si asezam cartofii in ea. Ii asezonam cu sare, busuioc, piper si boia de ardei dulce, ii mai perpelim prin forma sa se unga cu ulei cat de cat si pe deasupra si dam forma la cuptor pentru 45-50 de minute la 180 de grade. Curatam usturoiul si il trecem prin presa, apoi il adaugam peste gogosarii in sos de rosii. Mai adaugam si putin zahar, daca sosul este acrisor si adaugam totul peste cartofii de la cuptor, cand acestia sunt bine rumeniti. Ii mai lasam la cuptor, maxim 10 minute, sa patrunda sosul prin ei, apoi stingem focul si adaugam patrunjel verde tocat marunt. Servim cartofii cu muraturi, sau legume proaspete. Pofta buna!"
24,https://www.bucataras.ro/retete/cartofi-la-cuptor-cu-sos-de-mustar-69765.html,Cartofi la cuptor cu sos de mustar,https://www.bucataras.ro/uploads/modules/news/69765/656x440_cartofi-la-cuptor-cu-sos-de-mustar-375350.jpg,,"6-7 cartofi mari taiati felii
3 catei de usturoi
ulei de masline
un pic de apa
sare
Pentru sos:
3 linguri mustar
2 linguri ulei masline
2 linguri bulion
putin zahar
busuioc
piper
sare
2 catei usturoi pisati",2,60,,"Incalzim cuptorul. Ungem tava cu ulei. Cartofii taiati ii punem in vas si apoi ii amestecam bine cu uleiul, cateii de usturoi, sarea si putina apa.Iii dam la facut pina devin moi sau rumeni. Cind sunt gata se scot si se servesc cu sosul de mustar. Pentru sos amestecam intr-un bol mustarul, bulionul, uleiul, zaharul, busuiocul, usturoiul tocat, piperul si sarea. Se pune la fiert cam 20 minute cu 5 linguri apa. Cind se ingroasa il luam de pe foc si il servim cu cartofii! Pofta buna!!"
24,https://www.bucataras.ro/retete/soia-cu-ciuperci-si-mazare-69776.html,Soia cu ciuperci si mazare,https://www.bucataras.ro/uploads/modules/news/69776/656x440_soia-cu-ciuperci-si-mazare-375448.jpg,,"200 g soia cuburi
o conserva mazare
o caserola ciuperci taiate
suc de rosii/bulion
condimente",2,15,,"Am pus soia la fiert cu sare. Ciupercile le-ampus la calit, apoi am adaugat mazarea,bulionul si am acoperit cu un capac. Cand a fiert soia am adaugat-o peste ciuperci si mazare,am pus o cana de apa, condimente (sare, piper, boia, foaie de dafin) si am lasat la fiert pana sa evaporat toata apa. Se serveste cu patrunjel proaspat tocat."
24,https://www.bucataras.ro/retete/pilaf-cu-legume-mexicane-si-garnitura-de-salata-verde-69870.html,Pilaf cu legume mexicane si garnitura de salata verde,https://www.bucataras.ro/uploads/modules/news/69870/656x440_pilaf-cu-legume-mexicane-si-garnitura-de-salata-verde-376037.jpg,,"2 cepe
1 morcov
250g orez alb
100 ml ulei
3 cani apa
un pachet amestec legume mexicane
delicat
sare
piper",4,60,,"
     Se curata legumele, se spala si toaca ceapa marunt impreuna cu  morcovul, se lasa la calit pana ce culoarea cepei devine rumenie. 
     Se  adauga apa si delicatul apoi orezul spalat in prealabil.  
     Dupa  ce se fierbe orezul, se adauga legumele dezghetate si se mai lasat  cateva minute.  
     Mama obisnuieste sa il lase la cuptor timp de vreo 10  minute, ii da o savoare aparte. 
"
24,https://www.bucataras.ro/retete/mancare-de-spanac-de-post-69887.html,Mancare de spanac ( de post),https://www.bucataras.ro/uploads/modules/news/69887/656x440_mancare-de-spanac-de-post-376131.jpg,"Pe cat de simplu, pe atat de bun..","10 legaturi spanac
o legatura ceapa verde
doua legaturi usturoi verde
o ceapa alba
un morcov
o ceasca ulei
trei linguri pasta de rosii, de casa,
sare, piper, dupa gust
o legatura de patrunjel
2 graunti de usturoi",4,15,,"Zarzavatul de curata si se toaca dupa inspiratie. Spanacul se spala,  se opareste, se pune la scurs dupa care se toaca. Intr-o cratita se pune uleiul la incins. Cand este gata infirbantat se adauga ceapa verde, alba, morcovul si usturoiul verde, se lasa 3-4 minute cat sa se inmoaie si se adauga pasta de rosii.  Se amesteca, se mai lasa 2-3 minute si se pune spanacul. Se amesteca, se pune putina apa, se adauga sare, piper dupa gust si se lasa la foc potrivit cca 10-15 minute.  La final se mai adauga grauntii de usturoi pisati si patrunjel.   "
24,https://www.bucataras.ro/retete/mancare-de-spanac-cu-leurda-69910.html,"Mancare de spanac, cu leurda",https://www.bucataras.ro/uploads/modules/news/69910/656x440_mancare-de-spanac-cu-leurda-376275.jpg,"Am preparat aceasta mancare simpla, de post, dar separat am prajit si niste kaizer si oua, iar cine a dorit s-a autoservit.","2 kg spanac(cantarit in piata)
3 cepe galbene
1 legatura leurda
1/2 legatura patrunjel verde
100 ml ulei de masline
4 linguri bulion
2 linguri faina
sare dupa gust
apa
cimbru
oregano
1 crenguta rosii cherry",4,60,,"Separam frunzele de spanac de lujeri. Lujerii ii aruncam daca spanacul este matur, daca este mai tanar putem sa ii folosim si pe acestia. Spalam bine frunzele de spanac in mai multe ape, punandu-le in chiuveta si turnand apa peste ele, sau le putem pune intr-un vas adanc si turnam apa peste ele. Eu le-am spalat in 3 ape, sotul meu cand este acasa le spala frunza cu frunza sub jet de apa. :) Punem o oala cu apa  pe foc in care adaugam 1 lingurita sare, iar cand apa incepe sa fiarba scufundam frunzele de spanac in ea si le lasam 3-5 minute, amestecandu-le sa se opareasca toate, apoi scurgem apa, dar nu o aruncam, pentru ca vom folosi din ea la prepararea spanacului. Trecem frunzele oparite prin jet de apa rece si le lasam la scurs. Curatam si tocam ceapa solzisori. Punem uleiul la incins si adaugam ceapa plus cativa stropi din zeama in care am oparit spanacul. Inabusim ceapa pana devine sticloasa, apoi tocam spanacul mai marunt si il adaugam peste ceapa. Il amestecam de cateva ori, apoi adaugam o ceasca de zeama, acoperim vasul si il lasam la foc mediu 15-20 de minute. Diluam bulionul cu putina zeama, il asezonam cu cimbru si oregano, sau ce condimente preferati si le adaugam peste spanacul din vas dupa cele 15 minute de fiert, sau atunci cand spanacul este aproape preparat, il incercam gustandu-l. Tocam leurda marunt si o adaugam si pe aceasta, dupa 5 minute de la adaugarea bulionului. Desfacem cele doua linguri de faina in putina zeama(o ceasca) si le adaugam treptat peste spanacul din vas, mestecand continuu, dupa 10 minute de la adaugarea bulionului. Gustam mancarea si o mai potrivim de sare si condimente, daca este cazul, adaugam crenguta de rosii si mai lasam vasul la foc mic, acoperit cu capac. Simplu si bun!"
25,https://www.bucataras.ro/retete/pastai-prajite-68610.html,Pastai prajite,https://www.bucataras.ro/uploads/modules/news/68610/656x440_pastai-prajite-367268.jpg,,"aprox 1 kg pastai sau fasole galbena
sare, piper,
ulei apa
usturoi",4,60,,"Curatam ceapa si usturoiul verde, le spalam bine si le taiem marunt. Ciupercile spalate bine le taiem in patru. Intr-o tigaie incapatoare sau intr-un wok se incinge uleiul, apoi se adauga ceapa si usturoiul si se lasa putin la calit. Se adauga ciupercile si se lasa sa se inmoaie. Daca lasa prea multa zeama o puteti scurge. La final se adauga condimentele si sucul de rosii si se mai lasa 2-3 minute pe foc. Se presara patrunjel verde si se poate servi cu paine prajita."
25,https://www.bucataras.ro/retete/ciuperci-a-la-grec-68668.html,Ciuperci a la Grec,https://www.bucataras.ro/uploads/modules/news/68668/656x440_ciuperci-a-la-grec-367636.jpg,,"500 gr ciuperci proaspete
2 cepe
1 lingura ulei
sare
piper macinat
zeama de lamaie dupa gust
1 pahar vin alb
patrunjel si marar verde tocat fin",3,30,,"Curatam si spalam ceapa, ardeiul, usturoiul, le tocam marunt. Spalam patrunjelul si il tocam marunt. Spalam si feliem ciupercile. Nautul il mixam cu blenderul, adaugand un pic de ulei de masline si sare.  Punem nautul intr-un castron. Adaugam ceapa, ciupercile si ardeiul tocate. Adaugam porumbul scurs. Amestecam cu o lingura. Presaram sare si adaugam pesmetul si patrunjelul. Amestecam din nou pana obtinem o compozitie densa.  Pornim cuptorul. Pregatim o tava cu hartie de copt. Luam cu o lingura din compozitie si formam chiftele de marime medie, le dam prin malai si apoi le asezam in tava. Dupa ce le-am format pe toate, le stropim cu un pic de ulei de masline, presaram un praf de sare si le punem la copt,in cuptor, la foc mediu, pentru aproximativ 30 - 40 minute, pana se rumenesc frumos. Se scot din cuptor, se lasa sa se raceasca apoi se asaza cu multa atentie pe un platou pentru a fi servite. Sunt foarte, foarte fragede si gustoase.  "
25,https://www.bucataras.ro/retete/legume-natur-68740.html,Legume natur,https://www.bucataras.ro/uploads/modules/news/68740/656x440_legume-natur-368235.jpg,o mancarica rapida si satioasa de post,"1 morcov mare
1/2 kg cartofi  de marime mica
3-4 linguri ulei
1/2 lingurita mix din boabe de piper
sare dupa gust
patrunjel verde",3,30,,"Pastaile le curatam de codite,le spalam bine, dupa care le punem intr-o oala la fiert cu putina sare,cand au fiert le scoatem afara le lasam la racit si le taiem in bucati mai mici.Intr-o tigaie punem ceapa la calit in ulei, cand ceapa sa calit punem pastaile, usturoiul pisat si mai lasam cateva min la prajit.Eu am mai pus putina apa si am mai lasat la fiert un  pic ptr ca imi place sa inting in sos, usturoi punem in functie de preferinte"
25,https://www.bucataras.ro/retete/sarmale-cu-pasat-si-ciuperci-68750.html,Sarmale cu pasat si ciuperci,https://www.bucataras.ro/uploads/modules/news/68750/656x440_sarmale-cu-pasat-si-ciuperci-368333.jpg,Si a inceput postul...Ce mai gatim?,"o capatana de varza murata (1.5-2kg)
200 ml ulei
4 cepe
3 morcovi
1 patrunjel
2 rosii mari
1 ceasca de pasat
400 g ciuperci din conserva
400 g orez
1 l apa
sare (cam 2 lingurite)
piper (o lingurita)
5-6 frunze de dafin
500 g rosii cherry asortate",20,120,,"Curatam si spalam legumele. Morcovul se cresteaza din loc in loc pe lungime si scoatem cate o fasie subtire, apoi il feliem dupa preferinta, obtinem astfel rondele cu aspect de floare. Cartofii se feliaza cu cutitul de feliat branza. Punem rondelele de legume intr-o oala la fiert in apa rece, adaugam sare dupa gust si boabele de piper. Lasam la fiert cca 20 min. pana patrunde usor furculita in legume. Scurgem apa in care au fiert legumele, adaugam uleiul si patrunjelul tocat, apunem capacul si scuturam usor oala sa nu se zdrobeasca legumele fierte. Servim aceasta garnitura simpla sau cu ceva carnita langa. Pofta buna!"
25,https://www.bucataras.ro/retete/sarmalute-de-post-cu-quinoa-68827.html,Sarmalute de post cu quinoa,https://www.bucataras.ro/uploads/modules/news/68827/656x440_sarmalute-de-post-cu-quinoa-368877.jpg,M-am inspirat de la o reteta gasita intr-o revista frantuzeasca de foi de varza umplute cu quinoa si tofu.,"120 g de quinoa
2 cepe albe mici
1 ceapa rosie
2 morcovi mari
2 linguri de pasta de rosii
2-3 linguri ulei de masline
apa
dafin, cimbru
sare, piper
foi de vita de vie",4,30,,"Trecem ciupercile  rapid printr-un jet de apa, le scurgem bine si le feliem.T ocam ceapa fin si o punem la calit in uleiul incins. Cand ceapa s-a inmuiat bine si capata o culoare usor aurie punem ciupercile, sare, piper si zeama de lamaie si acoperim vasul cu un capac. Lasam sa scada zeama, apoi adaugam vinul caldut. Lasam la foc pana scade vinul, apoi adaugam patrunjelul si mararul."
25,https://www.bucataras.ro/retete/pilaf-de-orez-cu-mazare-68836.html,Pilaf de orez cu mazare,https://www.bucataras.ro/uploads/modules/news/68836/656x440_pilaf-de-orez-cu-mazare-368919.jpg,"Pentru ca tot e perioada postului, am pregatit un pilaf de orez cu mazare gustos in care am adaugat si alte legume ce se potrivesc perfect cu orezul. Fie il serviti simplu fie cu carne, e la fel de bun.","2 canite orez (canita de la aparatul Multicooker)
8 canite de apa ( se masoara cu aceeasi canita cu care s-a masurat si orezul)
1 ceapa potrivita
2 felii ardei verde
2 felii ardei rosu
2 morcovi mari
200 gr mazare congelata
1 lingurita rasa sare
un pic de piper
patrunjel verde
2 linguri ulei",-,90,,"Taiati foile de varza de pe cotor si puneti-le in apa rece cateva ore pentru a nu fi sarate. Curatati ceapa si patrunjelul si tocati-le marunt; faceti la fel si cu ciupercile; Curatati morcovii si ii dati pe razatoarea mare; Puneti ceapa si patrunjelul intr-un vas, adaugati uleiul  si caliti-le in jur de 10 minute amestecand mereu. Cand ceapa devine sticloasa adaugati orezul (spalat in multe ape) , pasatul , morcovii si rosiile tocate... lasati pe foc 3-4 minute, potriviti compozitia de sare si piper apoi lasati-o la racit. Taiati cotorul foilor de varza si rupeti-le in functie de cat de mari vreti sa faceti sarmalele.  Pe  fundul unei oale puneti cotoarele de varza. Puneti in fiecare foaie cate o lingura din compozitie si rulati; introduceti capetele in interiorul sarmalei. Puneti sarmalele una langa alta si printre ele puneti cateva frunze de dafin, ir deasupra rosiile cherry. Turnati apa si puneti la fiert, la foc mic pentru cca 3 ore ."
25,https://www.bucataras.ro/retete/pilaf-de-orez-cu-ciuperci-68847.html,Pilaf de orez cu ciuperci,https://www.bucataras.ro/uploads/modules/news/68847/656x440_pilaf-de-orez-cu-ciuperci-369008.jpg,o mancare delicioasa de post,"1 bucata de praz de cca 10 cm
1 morcov potrivit
5 ciuperci
4 linguri de ulei
2 cesti orez
1 lingurita bobite de mustar
sare si piper dupa gust
4 cesti apa
patrunjel verde tocat",-,60,,"Curatam si taiem ceapa marunt. Curatam si radem morcovul. Calim ceapa in uleiul de masline, adaugam morcovul si ierburile si revenim bine. Adaugam quinoa si o ceasca de apa. Lasam quinoa sa se umfle un pic, punem pasta de rosii, mestecam si gatim pana cand apa se evaporeaza. Condimentam. Spalam bine cu apa rece foile de vita. Incepem sa facem sarmalele. Mi-au iesit 30. Le asezam intr-un vas pentru cuptor. Acoperim cu apa si cu foile de vita ramase. Dam la cuptor pentru 30-40 minute. Verificam apa si ajutam daca este nevoie. Servim cu mamaliguta sau paine proaspata. Pofta Buna !!!!!"
25,https://www.bucataras.ro/retete/iahnie-de-fasole-prefiarta-68848.html,Iahnie de fasole prefiarta,https://www.bucataras.ro/uploads/modules/news/68848/656x440_iahnie-de-fasole-prefiarta-369018.jpg,,"2 conserve fasole alba prefiarta
2 cepe tocate sau 5 linguri ceapa deshidratata (cum am folosit eu)
1 morcov mare
1 lingurita mix din boabe de piper
3 linguri ulei
1/2 cutie rosii pasate
sare si piper dupa gust
rozmarin uscat dupa gust (optional)
1 foaie de dafin
frunze de telina",4,60,,"- spalam orezul in mai multe ape si il lasam acoperit cu apa calda pana pregatim restul 
- punem uleiul in vas si pornim functia ‘Fry’ selectand timpul de gatire pe 10 minute 
- curatam si spalam legumele 
- ceapa si ardeiul le tocam marunt si le punem la calit 
- morcovii ii taiem cubulete si ii adaugam in vas 
- adaugam orezul si amestecam 
- turnam 8  canite de apa, adaugam sarea si piperul si pornim functia ‘pilaf’ a aparatului 
- dupa aprox 25 de minute adaugam mazarea si acoperim vasul din nou 
- la final adaugam patrunjelul tocat"
25,https://www.bucataras.ro/retete/snitele-de-post-din-soia-68862.html,Snitele de post din soia,https://www.bucataras.ro/uploads/modules/news/68862/656x440_snitele-de-post-din-soia-369143.jpg,"Soia este inlocuitorul carnii in perioada postului. Totodata este consumata cu succes si de vegetarieni. Este recomandat consumul de soia datorita continutului de proteine, fibre si substante nutritive. Snitelele din soia sunt foarte gustoase si se fac foarte repede.","6-8 bucati de soia
pesmet amestecat cu un pic de susan
ulei pentru prajit",-,30,,"Ciupercile se curata si se spala, apoi se taie feliute. Morcovul se curata, se spala si se trece pe razatoare pentru a obtine rondele subtiri. Prazul spalat se taie rondele si se pune in cratita la calit in 4 linguri ulei, impreuna cu morcovul siciupercile. Presaram sare si piper dupa gust, lasam sa se gateasca legumele la foc mic pana scade apa lasata de ciuperci. Adaugam tot orezul si bobitele de mustar. Apoi apa, cate o ceasca pana epuizam intreaga cantitate. La final presaram patrunjel verde tocat si servim. Pofta buna!"
25,https://www.bucataras.ro/retete/tigaie-de-legume-68870.html,Tigaie de legume,https://www.bucataras.ro/uploads/modules/news/68870/656x440_tigaie-de-legume-369212.jpg,o delicioasa mancare de post,"500 gr. varzute de Bruxelles
1 conserva mazare
1 ceapa alba
1 ardei rosu
1/2 borcan zarzavat pentru ciorbe (morcov, pastarnac, telina)
4 linguri de ulei
sare si piper dupa gust
maghiran uscat
patrunjel verde proaspat tocat",-,30,,"Bucatile de soia se fierb in apa cu sare. Se scot din apa si se lasa sa se scurga bine. Se dau prin pesmetul amestecat cu susan si se prajesc in ulei incins. Se scot pe servetele absorbante pentru a inlatura surplusul de grasime. Se servesc calde, alaturi de garnitura de cartofi, ciuperci sau orez. Avantajul e ca se pot sevi si reci, ca sandvici de post."
