Page,Url,Image,Portion,Cooking Time,Title,Content,Ingredients,Recipe Yield
2,https://www.bucataras.ro/retete/orez-cu-urzici-la-cuptor-94823.html,https://www.bucataras.ro/uploads/modules/news/94823/656x440_orez-cu-urzici-la-cuptor-616864.jpg,3,60,Sült rizs csalánnal,"Ha a piacunk tele van csalánnal, azt mondtam, hogy használjuk ki, amíg még fiatal és jó főzni, és betettem egy edénybe rizzsel. Borsot és paradicsompürét is tettem bele a rizs színének megváltoztatására, ami a csalán miatt csúnya színt kapott volna.","200 gr csalán
1 csésze rizs
1 hagyma
1-2 evőkanál olaj
só
őrölt feketebors
1 evőkanál paprika paszta
1 evőkanál paradicsompüré
zöld kapor
torma a tálaláshoz","1) Rózsaszín burgonyát érdemes használni, amely főzés közben nem esik szét.
2) Vágja durvára a hagymát, a burgonyát és a paradicsomot. Ha ezeket a zöldségeket feldaraboljuk, akkor forrva összetörnek.
3) Ne adjunk hozzá túl sok vizet, csak annyit, hogy jól ellepje a burgonyát, úgy, hogy felforrjon, de hagyjon egy kis szószt is.
4) Mivel a sült paprika már készen van, csak pár percig kell forralni, alacsony lángon, az elkészítés vége felé, csak annyit, hogy ízét adja az ételnek.
5) A paradicsomot az elkészítés vége felé adjuk hozzá, hogy ne morzsolódjon, hanem csak megpuhuljon, és megadja a pörkölt jó ízét (édes vagy savanyú).
6) Ha akarod, adhatsz hozzá 1 evőkanál paradicsompürét."
2,https://www.bucataras.ro/retete/ghiveci-de-legume-94825.html,https://www.bucataras.ro/uploads/modules/news/94825/656x440_ghiveci-de-legume-616882.jpg,4,60,Zöldségedények,Készítettem egy receptet zöldségedényekhez. Hogyan készítsünk zöldségedényeket otthon.,"2 padlizsán
2 sütőtök
1 kaliforniai paprika
1 konzerv paradicsom
1 csokor zöldhagyma
1 sárgarépa
1 gyökér petrezselyem
1 paszternák
só, bors ízlés szerint
curry, fahéj, édes paprika","1) Rózsaszín burgonyát érdemes használni, amely főzés közben nem esik szét.
2) Vágja durvára a hagymát, a burgonyát és a paradicsomot. Ha ezeket a zöldségeket feldaraboljuk, akkor forrva összetörnek.
3) Ne adjunk hozzá túl sok vizet, csak annyit, hogy jól ellepje a burgonyát, úgy, hogy felforrjon, de hagyjon egy kis szószt is.
4) Mivel a sült paprika már készen van, csak pár percig kell forralni, alacsony lángon, az elkészítés vége felé, csak annyit, hogy ízét adja az ételnek.
5) A paradicsomot az elkészítés vége felé adjuk hozzá, hogy ne morzsolódjon, hanem csak megpuhuljon, és megadja a pörkölt jó ízét (édes vagy savanyú).
6) Ha akarod, adhatsz hozzá 1 evőkanál paradicsompürét."
2,https://www.bucataras.ro/retete/taitei-cu-cartofi-de-post-94860.html,https://www.bucataras.ro/uploads/modules/news/94860/656x440_taitei-cu-cartofi-de-post-617315.jpg,4,60,"Tészta burgonyával, böjt","Ha gyors, böjtre vágyik, kevés hozzávalóval, akkor mi sem egyszerűbb, mint egy kis burgonyás tészta. Erről a gyerekkorom jut eszembe, amikor nagymamám és anyám nagyon gyakran készítette ezt az ételt, főleg böjti napokon. Én ""fuldokló tésztának"" hívtam őket!","5-6 burgonya, nagyobb
1 hagyma, nagyobb
só ízlés szerint
bors, ízlés szerint
3-4 evőkanál olaj
1 zacskó széles tészta, tojás nélkül (kb. 200 g)","1) A fehér burgonya a legalkalmasabb pépesítéséhez, mert omlósabb!
2) Házi tésztával még jobbak!
3) Használhat tojásos tésztát is, de az étel már nem lesz böjt
4) Ízlés szerint sózzuk, borsozzuk."
2,https://www.bucataras.ro/retete/salata-de-ciuperci-cu-cartofi-si-masline-94941.html,https://www.bucataras.ro/uploads/modules/news/94941/656x440_salata-de-ciuperci-cu-cartofi-si-masline-618154.jpg,3,60,Gombasaláta burgonyával és olajbogyóval,Kiadós böjt saláta ebédre.,"500 g barna csiperkegomba
2-3 közepes burgonya
150 gr vegyes olajbogyó (fekete, kalamata, zöld)
2 evőkanál olívaolaj
rózsaszín himalájai só
őrölt feketebors
2 gerezd fokhagyma
rozmaring
oregano
citromlé ízlés szerint","1) A fehér burgonya a legalkalmasabb pépesítéséhez, mert omlósabb!
2) Házi tésztával még jobbak!
3) Használhat tojásos tésztát is, de az étel már nem lesz böjt
4) Ízlés szerint sózzuk, borsozzuk."
2,https://www.bucataras.ro/retete/ghiveci-picant-94923.html,https://www.bucataras.ro/uploads/modules/news/94923/656x440_ghiveci-picant-618064.jpg,6,90,Fűszeres edény,Családunk kedvence a fűszeres zöldséges fazék mamaligutával.Minden zöldség a fazékban és velük elkészítve!,"1 vadhús
1 cukkini
1 sárgarépa
1 hagyma
1 kaliforniai paprika/piros capia
1 paszternák gyökér
1 kis zeller
1/2 csípős paprika
200 g paradicsomlé
3 evőkanál olaj
1 fej fokhagyma","1) A fehér burgonya a legalkalmasabb pépesítéséhez, mert omlósabb!
2) Házi tésztával még jobbak!
3) Használhat tojásos tésztát is, de az étel már nem lesz böjt
4) Ízlés szerint sózzuk, borsozzuk."
2,https://www.bucataras.ro/retete/mancare-de-ardei-kapia-copt-cu-masline-94985.html,https://www.bucataras.ro/uploads/modules/news/94985/656x440_mancare-de-ardei-kapia-copt-cu-masline-618612.jpg,4,60,Sült capia borsos étel olajbogyóval,"Mivel ma elkezdtem böjtölni, elkészítettem egy sült kápiapaprikát (fagyasztóból) olajbogyóval.","1 vöröshagyma
400 gr sült paprika (fagyasztott)
150 gr paradicsomkonzerv
1 evőkanál paradicsompüré
200 gr olajbogyó
2 gerezd fokhagyma
2 evőkanál olaj
2 babérlevél
szárított majoránna
őrölt feketebors
kapor","1) A fehér burgonya a legalkalmasabb pépesítéséhez, mert omlósabb!
2) Házi tésztával még jobbak!
3) Használhat tojásos tésztát is, de az étel már nem lesz böjt
4) Ízlés szerint sózzuk, borsozzuk."
2,https://www.bucataras.ro/retete/salata-de-vinete-cu-tahini-si-usturoi-94984.html,https://www.bucataras.ro/uploads/modules/news/94984/656x440_salata-de-vinete-cu-tahini-si-usturoi-618605.jpg,4,30,Padlizsán saláta tahinivel és fokhagymával,"Ma egy nagyböjti padlizsán salátát készítettem, tahinivel és fokhagymával, paradicsommal és barna rizschipsszel tálaltam chia maggal és quinoával.","400 gr fagyasztott érett padlizsán
2 evőkanál szezám
4 evőkanál olaj
citromlé ízlés szerint
só
3 gerezd fokhagyma
paradicsom a tálaláshoz","1) A fehér burgonya a legalkalmasabb pépesítéséhez, mert omlósabb!
2) Házi tésztával még jobbak!
3) Használhat tojásos tésztát is, de az étel már nem lesz böjt
4) Ízlés szerint sózzuk, borsozzuk."
2,https://www.bucataras.ro/retete/burger-de-post-din-fasole-rosie-94986.html,https://www.bucataras.ro/uploads/modules/news/94986/656x440_burger-de-post-din-fasole-rosie-618624.jpg,4,60,Böjt burger vörös babból,"Böjt van, de nem csak pörköltet, krumplit és egyebeket eszünk! Most olyan változatos böjti termékeink vannak, és mindenféle receptet el tudunk készíteni! Ezúttal nagyon szerettem volna egy hamburgert! Különféle zöldségekből készülhetnek: gomba, csicseriborsó, bab, szójabab stb., de én a babnál megálltam. Leírhatatlan jóság lett, nem beszélve arról, hogy milyen laktató volt! Akár szójajoghurtos szószt, böjti majonézt is készíthetsz, attól függően, hogy mit szeretsz. Érdemes felkészülni! Biztos gyakrabban fogom csinálni!","A babpogácsákhoz (4 db):
2 doboz vörösbab (egyenként 400 gr)
1 zöldhagyma
1/2 csokor zöldpetrezselyem
1 teáskanál mustár
1 evőkanál élesztőpehely
2 evőkanál zsemlemorzsa
só
bors
paprika
száritott kakukkfű
1 gerezd fokhagyma (elhagyható)
2 evőkanál olaj
Továbbá:
4 zsemle
2 paradicsom
saláta
2 ecetes uborka
mustár
bio ketchup","1) A fehér burgonya a legalkalmasabb pépesítéséhez, mert omlósabb!
2) Házi tésztával még jobbak!
3) Használhat tojásos tésztát is, de az étel már nem lesz böjt
4) Ízlés szerint sózzuk, borsozzuk."
2,https://www.bucataras.ro/retete/mancare-de-mazare-cu-baby-carote-94994.html,https://www.bucataras.ro/uploads/modules/news/94994/656x440_mancare-de-mazare-cu-baby-carote-618710.jpg,4,60,Borsó étel bébi sárgarépával,"Nagyon régen készítettem borsóételt! Nyáron készítek borsót, új borsóval és sok kaporral. Most láttam a borsót bébi sárgarépával, és arra gondoltam, hogy jó lesz ebédre. Én mondtam és csináltam, nem valaki más:))))))","1 üveg borsó sárgarépával 7-800g.
1 hagyma
3 evőkanál olaj
200 ml. Paradicsomlé
1 csokor kapor","1) A fehér burgonya a legalkalmasabb pépesítéséhez, mert omlósabb!
2) Házi tésztával még jobbak!
3) Használhat tojásos tésztát is, de az étel már nem lesz böjt
4) Ízlés szerint sózzuk, borsozzuk."
2,https://www.bucataras.ro/retete/ciulama-cu-ciuperci-pleurotus-94995.html,https://www.bucataras.ro/uploads/modules/news/94995/656x440_ciulama-cu-ciuperci-pleurotus-618718.jpg,6,90,Ciulama pleurotus gombával,"Amikor azt mondod, hogy tavasz van, a trufandálokra gondolsz. Eeeee, ma elkészítettem ciulamaaaaaa! És milyen kár: jó rossz!","500 g pleurotus gomba
1 hagyma
1 sárgarépa
1 petrezselyem gyökér
egy kis darab zeller
1 piros paprika
2 evőkanál lisztet
2 evőkanál olaj
só
bors","1) A fehér burgonya a legalkalmasabb pépesítéséhez, mert omlósabb!
2) Házi tésztával még jobbak!
3) Használhat tojásos tésztát is, de az étel már nem lesz böjt
4) Ízlés szerint sózzuk, borsozzuk."
2,https://www.bucataras.ro/retete/chiftele-de-vinete-95021.html,https://www.bucataras.ro/uploads/modules/news/95021/656x440_chiftele-de-vinete-618989.jpg,5,30,Padlizsános húsgombóc,"Ha böjtölsz, és még mindig van érett padlizsán a fagyasztóban, ez jó ötlet lehet.","350 gr érett és jól lecsepegtetett bor
1 hagyma
2 gerezd fokhagyma
2 evőkanál csicseriborsó liszt
só
őrölt feketebors
2 evőkanál fehér liszt
olaj a sütéshez",1) a húsgombócokhoz ízlés szerint adhatunk petrezselymet vagy más zöldeket
2,https://www.bucataras.ro/retete/mancare-de-dovlecei-si-rosii-95029.html,https://www.bucataras.ro/uploads/modules/news/95029/656x440_mancare-de-dovlecei-si-rosii-619068.jpg,2,30,Sütőtök és paradicsom étel,Gyors és egyszerű étel,"Sütőtök 500 gr.
Cseresznye paradicsom 200 gr.
Olaj 50 ml
Só és bors ízlés szerint",1) a húsgombócokhoz ízlés szerint adhatunk petrezselymet vagy más zöldeket
2,https://www.bucataras.ro/retete/clatite-cu-legume-95050.html,https://www.bucataras.ro/uploads/modules/news/95050/656x440_clatite-cu-legume-619317.jpg,8,60,Palacsinta zöldségekkel,Jó egy gyors vacsorához.,"Palacsintához
200 gr fehér búzaliszt
50 gr élelmiszer-keményítő
1 teáskanál citromlé
10 ml olajat
1 teáskanál só
300 ml szénsavas víz
A töltelékhez
300 gr fehér káposzta
100 g csiperkegomba
2 db sárgarépa
1 hagyma
2 teáskanál világos szójaszósz
2 teáskanál szezámolaj
só ízlés szerint
őrölt fehér bors ízlés szerint
10 ml olajat",1) a húsgombócokhoz ízlés szerint adhatunk petrezselymet vagy más zöldeket
2,https://www.bucataras.ro/retete/mancare-de-naut-cu-zucchini-95066.html,https://www.bucataras.ro/uploads/modules/news/95066/656x440_mancare-de-naut-cu-zucchini-619503.jpg,3,60,Csicseriborsó étel cukkinivel,Kiadós és finom böjti étkezés a böjt napjára.,"1 vöröshagyma
1 hámozott cukkini
2 gerezd fokhagyma
200 gr előfőzött vagy konzerv csicseriborsó
150 gr tört paradicsom
1 evőkanál paprika paszta
só
1 evőkanál olívaolaj
őrölt feketebors
1 babérlevél
szárított bazsalikom
zöld petrezselyem",1) a húsgombócokhoz ízlés szerint adhatunk petrezselymet vagy más zöldeket
2,https://www.bucataras.ro/retete/cartofi-cu-usturoi-verde-la-cuptor-95076.html,https://www.bucataras.ro/uploads/modules/news/95076/656x440_cartofi-cu-usturoi-verde-la-cuptor-619634.jpg,4,60,Sült burgonya zöld fokhagymával,"- Gyorsan elkészítettem ezt a krumplit. A jó ízt az elsőként megjelenő tavaszi fokhagyma adta. Ezen kívül az utamban lévő kápia borsot is felhasználtam. Természetesen kacskaringós volt a felkészülés hőkezelése, de a végén valami jó is kisült.","1 kg burgonya
1 kis capia paprika
1 szál zöldhagyma
1 marék zöldpetrezselyem
2 gerezd zöld fokhagyma
4 evőkanál olaj
chili pehely
só","1) A zöldfokhagymás burgonyát böjti napon, de köretként is tálalhatjuk.
2) Tálald a burgonyát zöld fokhagymával a kedvenc salátád mellé.
3) Kedvenc salátám, a barátaim tudják, hogy ki az!!!"
2,https://www.bucataras.ro/retete/mancare-taraneasca-de-legume-95081.html,https://www.bucataras.roNone,4,60,Paraszti növényi étel,"Ezt a böjtöt zöldlencsével, sárgaborsóval, burgonyával, paprikával és sárgarépával készítettem.","100 g zöld lencse,
100 g sárgaborsó,
2 evőkanál olaj,
1 fehér hagyma,
1 sárgarépa,
2 burgonya,
1 paprika,
750 ml víz,
2 evőkanál húsleves,
Só ízlés szerint
opcionális: friss petrezselyem, ízlés szerint","1) A zöldfokhagymás burgonyát böjti napon, de köretként is tálalhatjuk.
2) Tálald a burgonyát zöld fokhagymával a kedvenc salátád mellé.
3) Kedvenc salátám, a barátaim tudják, hogy ki az!!!"
2,https://www.bucataras.ro/retete/chiftele-cu-linte-verde-95089.html,https://www.bucataras.roNone,4,60,Fasírt zöldlencsével,-,"200 g zöld lencse,
Só ízlés szerint
1 sárgarépa,
1 hagyma,
1 gerezd fokhagyma,
Friss petrezselyem, ízlés szerint
Friss kapor, ízlés szerint
2-3 evőkanál zsemlemorzsa,
1 evőkanál liszt,
Kb. 150 ml olaj a sütéshez","1) A zöldfokhagymás burgonyát böjti napon, de köretként is tálalhatjuk.
2) Tálald a burgonyát zöld fokhagymával a kedvenc salátád mellé.
3) Kedvenc salátám, a barátaim tudják, hogy ki az!!!"
3,https://www.bucataras.ro/retete/branza-tofu-la-grill-cu-legume-la-aburi-91814.html,https://www.bucataras.ro/uploads/modules/news/91814/656x440_branza-tofu-la-grill-cu-legume-la-aburi-580712.jpg,2,60,Grillezett tofu sajt párolt zöldségekkel,"Az i.sz. 100 óta megjelent tofusajtot különösen keleten értékelték és fogyasztották. Hazánkban jóval később jelent meg, és böjti időszakokban, főleg így, kevesebbet fogyasztanak. Azt azonban kevesen tudják, hogy ez a fajta növényi sajt termikusan (grillen, serpenyőben vagy sütőben) kezelhető, puhára pedig salátákba, levesekbe is lehet tenni.","300 gramm köményes tofu
2-3 rózsaszín burgonya
1-2 sárgarépa
1 petrezselyem
1/4 zeller
8-10 csiperkegomba
petrezselyemlevél
2-3 evőkanál olívaolaj
só
bors
paprika","1) Rózsaszín burgonyát használjunk, ami jól fő és megtartja az alakját, nem esik össze könnyen.
2) Szárítsa meg a tofusajtot, mielőtt 1 cm-nél vékonyabb szeletekre szeletelné.
3) Grillezés előtt a tofuszeleteket fűszerezni kell, és mindkét oldalukat meg kell kenni olívaolajjal.
4) Mivel a tofuszeletek rátapadhatnak a grillre, lassan és óvatosan le kell húzni őket egy fa spatulával, hogy egészben maradjanak.
5) A tofusajtot serpenyőben, olajban is elkészíthetjük, de én inkább így, diétás módon készítettem."
3,https://www.bucataras.ro/retete/legume-la-cuptor-91815.html,https://www.bucataras.ro/uploads/modules/news/91815/656x440_legume-la-cuptor-580726.jpg,2,30,Sült zöldségek,"Mi sem egyszerűbb, mint mindenféle, különböző színű zöldséget egy serpenyőbe dobni, megszórni aromás fűszernövényekkel, egy csepp olajjal, és betenni a sütőbe. Hozzáadhat egy gyors, tápláló böjt vacsorát vagy egy egészséges köretet egy steakhez. A lehetőségek pedig végtelenek, bármilyen zöldséget kombinálhatsz, amilyet csak akarsz, csak figyelembe kell venni a különböző sütési időket, és fokozatosan kell a tálcára tenni a zöldségeket.-","lilahagyma
kelbimbó
cukkini
hazudós
krumpli
fokhagyma
olaj
só
bors
fűszereket","1) Rózsaszín burgonyát használjunk, ami jól fő és megtartja az alakját, nem esik össze könnyen.
2) Szárítsa meg a tofusajtot, mielőtt 1 cm-nél vékonyabb szeletekre szeletelné.
3) Grillezés előtt a tofuszeleteket fűszerezni kell, és mindkét oldalukat meg kell kenni olívaolajjal.
4) Mivel a tofuszeletek rátapadhatnak a grillre, lassan és óvatosan le kell húzni őket egy fa spatulával, hogy egészben maradjanak.
5) A tofusajtot serpenyőben, olajban is elkészíthetjük, de én inkább így, diétás módon készítettem."
3,https://www.bucataras.ro/retete/pilaf-cu-ardei-copti-si-ceapa-verde-91818.html,https://www.bucataras.ro/uploads/modules/news/91818/656x440_pilaf-cu-ardei-copti-si-ceapa-verde-580737.jpg,4,30,Pilaf sült paprikával és zöldhagymával,"Eljött az idő, hogy a fagyasztóban tartósított zöldségeket télre felhasználjuk, és még mindig nagyon jók, főleg most, a karácsonyi nagyböjtben. Néhány hozzávalóból nagyon finom pilafot készítettem, a pörkölt paprika keserédes ízével és a kakukkfű összetéveszthetetlen illatával. Más zöldséget (sárgarépa, zeller, paradicsom...) nem akartam beletenni, mert nem akármilyen edényt szerettem volna. Nem rajongok az olyan ételekért, ahol mindent a hűtőbe teszel (nem hiába van pejoratív jelentése az ""edények"" szónak is!). Azt szerettem volna, hogy egy pilaf legyen, amiben az alapanyagok kellemes íze és színkontrasztja nem csak ízletessé, de vonzóvá is teszi az étlapot.","300 gramm rizs
5 pörkölt paprika (fagyasztóból)
1 csokor zöldhagyma
4-5 evőkanál napraforgóolaj
só
bors
kakukkfű","1) Előbb vegye ki a fagyasztóból a paprikát, hogy természetesen felolvadjanak.
2) Mentse el a kiolvasztáskor a paprika által visszamaradt folyadékot, hogy a pilafhoz használja.
3) A hagymát ne süssük keményre, nehogy keserű legyen, csak egy kicsit dinszteljük meg, hogy megpuhuljon, édes maradjon.
4) A rizst először külön forraljuk fel, majd öblítsük le, és a főtt hagymával együtt tegyük az edénybe.
5) Ne forraljuk túl a rizst, hogy a pilaf ne váljon zabkává.
6) A jó pilaf legyen alacsony (nem vizes), és a rizsszemnek egésznek kell maradnia. Ehhez az előkészítés során alaposan figyelni kell, hogy rendesen essen és ne tapadjon az edény aljára."
3,https://www.bucataras.ro/retete/mancarica-de-fasole-verde-cu-rosii-91819.html,https://www.bucataras.ro/uploads/modules/news/91819/656x440_mancarica-de-fasole-verde-cu-rosii-580762.jpg,4,60,Zöldbabos étel paradicsommal,"Eljött az idő, hogy a fagyasztóban tartósított zöldségeket télre felhasználjuk, és még mindig nagyon jók, főleg most, a karácsonyi nagyböjtben. Néhány hozzávalóból nagyon finom pilafot készítettem, a pörkölt paprika keserédes ízével és a kakukkfű összetéveszthetetlen illatával. Más zöldséget (sárgarépa, zeller, paradicsom...) nem akartam beletenni, mert nem akármilyen edényt szerettem volna. Nem rajongok az olyan ételekért, ahol mindent a hűtőbe teszel (nem hiába van pejoratív jelentése az ""edények"" szónak is!). Azt szerettem volna, hogy egy pilaf legyen, amiben az alapanyagok kellemes íze és színkontrasztja nem csak ízletessé, de vonzóvá is teszi az étlapot.","450 gr fagyasztott zöldbab
2 hagyma
2 gerezd fokhagyma
50 ml olajat
1 doboz apróra vágott paradicsom szószban
kakukkfű
kurkuma
só
bors",1) tedd ízlésed szerint a fűszereket
3,https://www.bucataras.ro/retete/legume-la-tava-91849.html,https://www.bucataras.ro/uploads/modules/news/91849/656x440_legume-la-tava-581083.jpg,4,60,Zöldségek a tálcán,"Nagyon finomak, sikeresen helyettesíthetik a böjti vacsorát.","Édesburgonya 2 db.
Spárga 12 db
Brokkoli 1 csokor
Vékony sárgarépa 12 db
Olaj 20 ml.
Só, bors, kakukkfű ízlés szerint",1) tedd ízlésed szerint a fűszereket
3,https://www.bucataras.ro/retete/mancare-de-ardei-copti-92048.html,https://www.bucataras.ro/uploads/modules/news/92048/656x440_mancare-de-ardei-copti-583552.jpg,4,60,Sült borsos étel,Laura Laurentiu blogja inspirált,"15 db sült paprika (fagyasztóból)
2 hagyma
3 gerezd fokhagyma
200 ml paradicsom lében
1 evőkanál paradicsompüré
1 evőkanál lisztet
só
bors
olivaolaj
zöld petrezselyem
200 ml csirkeleves vagy víz",1) tedd ízlésed szerint a fűszereket
3,https://www.bucataras.ro/retete/falafel-cu-salata-tabouleh-92106.html,https://www.bucataras.ro/uploads/modules/news/92106/656x440_falafel-cu-salata-tabouleh-584151.jpg,4,60,Falafel tabouleh salátával,"Ma falafelt készítettem tabbouleh-val, egy friss salátát, tele vitaminokkal, sok petrezselyemmel és paradicsommal, mentás joghurtos szósz mellé.","250 g csicseriborsó
1 vöröshagyma
1/2 csokor koriander
1 csokor zöldpetrezselyem
só bors
1 teáskanál kömény
1 teáskanál nátrium-hidrogén-karbonát
szezámmag
olaj a sütéshez
2 szál petrezselyem
1 paradicsom
lilahagyma
olivaolaj
citromlé
só
chili pehely",1) hozzáadhat egy kis fokhagymát a kompozícióhoz
3,https://www.bucataras.ro/retete/hummus-92290.html,https://www.bucataras.ro/uploads/modules/news/92290/656x440_hummus-586462.jpg,4,90,Hummusz,"Régóta terveztem humuszt készíteni, és egyre halogattam, végül megkérdeztem a nővéremet, hogyan készíti. Nekem is van tőle tahinim, amit érdekesnek, intenzívnek találtam, ezért kell hozzá egy keveset és ami inspirált a későbbi receptekhez. De addig is bemutatom nektek a humusz görög változatát.","250 g csicseriborsó
700 ml víz,
2 evőkanál olívaolaj,
1 teáskanál tahini,
2 evőkanál hideg víz,
2 evőkanál citromlé,
1 gerezd fokhagyma,
kalamata olajbogyó, ízlés szerint","1) Tálalási javaslat: Nagyon jó, ha a tetejére csepegtünk olívaolajat és még több sót, esetleg tengeri sót. A kalamata olajbogyóval és a gabonatekercsekkel együtt ízletes reggeli lesz."
3,https://www.bucataras.ro/retete/hummus-92336.html,https://www.bucataras.ro/uploads/modules/news/92336/656x440_hummus-587071.jpg,3,30,Hummusz,"Nem tudom, van-e olyan, aki ne kóstolta volna legalább egyszer a humuszt. De kíváncsi vagyok: van olyan, akinek nem tetszik?","250 gr előzőleg megfőtt csicseriborsó, lecsöpögtetve és kihűtve
szezámpaszta (4 evőkanál szezám, 2 evőkanál olívaolaj)
citromlé
3-4 gerezd fokhagyma
őrölt feketebors
olivaolaj
2-3 evőkanál víz vagy gyümölcslé, amiben a csicseriborsót megfőzték
forró Chili","1) Tálalási javaslat: Nagyon jó, ha a tetejére csepegtünk olívaolajat és még több sót, esetleg tengeri sót. A kalamata olajbogyóval és a gabonatekercsekkel együtt ízletes reggeli lesz."
3,https://www.bucataras.ro/retete/cartofi-cu-ceapa-usturoi-si-boia-de-ardei-dulce-92406.html,https://www.bucataras.ro/uploads/modules/news/92406/656x440_cartofi-cu-ceapa-usturoi-si-boia-de-ardei-dulce-587952.jpg,4,60,"Burgonya hagymával, fokhagymával és paprikával","Egy ötlet pénteki ebédre/vacsorára, a hús nélküli napra!-;)","Vörös burgonya 1000 g,
Sárga hagyma 3 db,
Fokhagyma 5 gerezd,
repceolaj 4 evőkanál,
Tengeri só fűszerekkel 1 evőkanál,
Paprika 2 evőkanál.","1) Tálalási javaslat: Nagyon jó, ha a tetejére csepegtünk olívaolajat és még több sót, esetleg tengeri sót. A kalamata olajbogyóval és a gabonatekercsekkel együtt ízletes reggeli lesz."
3,https://www.bucataras.ro/retete/vinete-aromatizate-la-grill-cu-mujdei-de-usturoi-92525.html,https://www.bucataras.ro/uploads/modules/news/92525/656x440_vinete-aromatizate-la-grill-cu-mujdei-de-usturoi-589469.jpg,2,60,"Padlizsán grillen ízesítve, fokhagymás szósszal","Gombával töltött padlizsán elkészítésére készültem, de meggondoltam magam és egy másik receptet készítettem. Böjti étel, mely egy adag hús mellé, köretként is tálalható. Aromás, gazdaságos és egészséges étel, amely meglehetősen gyorsan elkészül, és egzotikus, kellemes íze miatt megéri a minimális ráfordítást. A majonézszerűen elkészített fokhagymás masszával való asszociáció pedig ízletes...","1 friss padlizsán (300-350 gramm)
2 evőkanál olívaolaj
só
bors
paprika
Olasz gyógynövény keverék
oregano
4 gerezd fokhagyma
2 evőkanál napraforgóolaj
3-4 csepp ecet
só
2-4 szelet pirítós
1 paradicsom
zöldhagyma farkát","1) Válasszon friss és zsenge padlizsánt, amely még nem tartalmaz magot.
2) Ne vágja vastagabbra a padlizsánszeleteket, hogy jól behatoljanak a főzés során.
3) Mielőtt fűszerezné a padlizsánszeleteket, kenje meg őket olívaolajjal.
4) Fűszerezés után hagyja a padlizsánszeleteket 15-20 percig, hogy behatoljanak.
5) Melegítse fel a grillserpenyőt, mielőtt a padlizsánszeleteket beletenné az edénybe.
6) Főzzük meg a padlizsánt alacsony lángon, hogy átjárja. Ellenkező esetben megégetheti őket, és nyersek maradnak.
7) Az étel egy adag hús mellé, köretként is tálalható."
3,https://www.bucataras.ro/retete/humus-cu-faina-de-naut-si-avocado-92551.html,https://www.bucataras.ro/uploads/modules/news/92551/656x440_humus-cu-faina-de-naut-si-avocado-589890.jpg,6,15,Hummus csicseriborsó liszttel és avokádóval,A csicseriborsóliszt a búzaliszt egyik legegészségesebb alternatívája. Nem tartalmaz glutént és tökéletes bármilyen hőkezeléshez.,"1 pohár csicseriborsó liszt - 100 gr
2 pohár vizet
1 kis avokádó
1 nagy gerezd fokhagyma
2 evőkanál olívaolaj
2 evőkanál citromlé
1 kanál rózsaszín bors
só, paprika
olívabogyó, olívaolaj","1) Ideális böjt közben, mert laktató."
3,https://www.bucataras.ro/retete/tocanita-de-urzici-cu-mamaliguta-92572.html,https://www.bucataras.ro/uploads/modules/news/92572/656x440_tocanita-de-urzici-cu-mamaliguta-590083.jpg,4,60,"Csalánpörkölt, mamaligutával","Az első csalánból készült étel idén ez a finom pörkölt volt meleg polentával. Ezt a pörköltet, ahogy a többit is, durvára vágott zöldségekkel készítettem, mert nem krémleves, se nem püré, se nem paszta, és az íze is kiváló volt. Oka sajnálni, hogy túl korán ért véget...","350 gramm zsenge csalán
2 sárga hagyma
6 gerezd fokhagyma
napraforgóolaj, temperáláshoz
só
bors
kakukkfű
1 evőkanál fehér liszt/keményítő (elhagyható)
100 ml hideg víz
görény","1) A csalánt alaposan megtisztítjuk a szennyeződésektől és 4-5 vízben, majd folyó víz alatt mossuk meg, mert a levelek között sok a talaj.
2) A pörkölthöz és a fazékhoz a zöldségeket durvára aprítjuk, és nem főzzük sokáig, hanem addig, amíg behatol, és lehetőleg egészben maradnak, nehogy zabkása legyen.
3) A csalánt nem pörkölthez pépesítik, hanem csak krémleveshez és püréhez.
4) A pörkölt elkészítésekor ne adjunk hozzá sok vizet, hogy ne kelljen sokáig forralni, így csökken és így pépes lesz.
5) A pörkölt legyen alacsony, ne legyen vizes.
6) A pörkölt megkötéséhez a készítés utolsó 4-5 percében egy kanál fehér lisztet (élelmiszerkeményítőt) adhatunk hozzá 100 ml vízzel."
